"disease","disease_full_gip_once_000","disease_full_gip_once_001","disease_full_gip_once_002","disease_full_gip_once_003","disease_full_gip_once_004","disease_full_gip_once_005","disease_full_gip_once_006","disease_full_gip_once_007","disease_full_gip_once_008","disease_full_gip_once_009","disease_full_gip_once_010","disease_full_gip_once_011","disease_full_gip_once_012","disease_full_gip_once_013","disease_full_gip_once_014","disease_full_gip_once_015","disease_full_gip_once_016","disease_full_gip_once_017","disease_full_gip_once_018","disease_full_gip_once_019","disease_full_gip_once_020","disease_full_gip_once_021","disease_full_gip_once_022","disease_full_gip_once_023","disease_full_gip_once_024","disease_full_gip_once_025","disease_full_gip_once_026","disease_full_gip_once_027","disease_full_gip_once_028","disease_full_gip_once_029","disease_full_gip_once_030","disease_full_gip_once_031","disease_full_gip_once_032","disease_full_gip_once_033","disease_full_gip_once_034","disease_full_gip_once_035","disease_full_gip_once_036","disease_full_gip_once_037","disease_full_gip_once_038","disease_full_gip_once_039","disease_full_gip_once_040","disease_full_gip_once_041","disease_full_gip_once_042","disease_full_gip_once_043","disease_full_gip_once_044","disease_full_gip_once_045","disease_full_gip_once_046","disease_full_gip_once_047","disease_full_gip_once_048","disease_full_gip_once_049","disease_full_gip_once_050","disease_full_gip_once_051","disease_full_gip_once_052","disease_full_gip_once_053","disease_full_gip_once_054","disease_full_gip_once_055","disease_full_gip_once_056","disease_full_gip_once_057","disease_full_gip_once_058","disease_full_gip_once_059","disease_full_gip_once_060","disease_full_gip_once_061","disease_full_gip_once_062","disease_full_gip_once_063"
"endometrial cancer","0.023887942","0.25968057","0.015435132","0.46485513","-0.31858212","-0.12525354","0.21694909","-0.7384511","-5.055619","4.6906","2.675771","-1.3074968","-0.58766246","-0.17918909","0.76235336","0.4540854","-0.7440855","0.41251153","0.7056455","-1.6971915","-1.2821563","0.09162366","-0.59351665","0.41445693","0.6102794","0.13688083","0.48131037","0.46121716","-0.33641416","-1.2558929","-0.27479756","-0.6201241","0.55288386","0.34201387","-1.081969","0.065247506","-0.1347329","-0.12910359","-0.47000897","0.071369365","0.43230587","0.008724107","-0.5717409","0.4234616","0.5366421","-0.0752417","-0.5368822","0.24210271","0.20635174","0.35731742","-0.041283205","0.5366746","-0.5680201","-0.36480305","0.21809725","-0.29206908","0.23946099","-0.021837912","0.014834521","0.37866616","0.07690481","0.20965506","-0.28016177","0.23119225"
"endotoxemia","0.6904312","-0.11876063","-0.20331287","0.4815745","0.7161837","-0.16456017","-0.55313754","0.9857269","-1.3151927","-1.4404233","-0.2280053","-0.7237723","0.21003504","0.27883458","-0.075305685","0.7151133","0.1664842","-2.6837468","-2.5960867","-1.63755","0.105936505","0.43163618","0.21412697","-0.29319343","-0.86899537","0.31361717","-0.18079056","0.23131388","-0.6892327","0.2659181","1.8732412","0.73712194","0.34000522","-0.23139907","-0.8559097","-0.18990596","-0.61386347","-0.014990564","0.35198206","1.3562155","0.96933407","1.7222757","0.89669496","-0.18016519","-1.2667882","-0.75737715","-1.1325134","-0.37783307","-0.060610365","0.5220739","-0.12524408","1.7658857","-0.28490147","-0.8896076","0.9349993","1.1933956","1.6055202","-0.4293759","0.50988984","-0.279832","0.34590667","-0.2157016","-0.71742743","-0.38239205"
"enteritis","0.5128778","0.25202027","-0.4614887","-0.2915982","0.01500004","0.37518132","-0.03719111","-0.58460873","0.121302165","0.7230895","-0.07287985","-0.1804141","4.593374","2.989096","-0.88268054","0.32572493","-0.023370221","0.38089624","0.4147384","-0.03979527","0.36051947","0.30102098","0.15668058","0.047819387","0.14209564","-0.2999364","0.106372826","0.20609742","-0.0041987523","-0.1277081","0.3241034","-0.03251334","-0.068393834","-0.21513925","0.17186391","0.11663544","-0.22060172","-0.07530482","0.1367177","0.21881829","-0.003299032","-0.2629028","-0.26652044","0.22589135","0.08942362","-0.26483124","-0.15416545","-0.120679975","-0.1920147","0.36712408","0.07281041","0.097199455","0.5331289","-0.10257878","0.051518578","0.090082124","-0.15148231","-0.028056936","-0.21726632","0.06932139","-0.07302593","-0.06652676","0.19536091","-0.055027004"
"esophageal squamous cell carcinoma","0.6792487","0.30534917","-0.49476388","-0.17734192","0.007314341","0.33464992","0.13200048","-0.467388","0.10650129","0.13298784","0.3321057","-0.32338968","-0.18499616","-0.13154125","-0.43010637","-0.002101559","-0.08685942","-0.66818863","-0.11614289","-0.096020155","0.058654796","-0.4249169","-1.9099343","0.11836289","0.66189504","-0.2419265","0.33244416","-0.37842813","-0.6778141","1.9775362","-0.6632872","0.22342968","-0.43493629","-0.01622919","-0.48061624","3.6780288","-2.2349923","1.6151417","1.2434208","0.53817606","-1.7091767","0.9074617","0.42303488","-1.1053898","0.21639007","-0.7822978","0.4148658","-0.9140242","0.26524547","-1.0419401","-0.051355552","-0.19051549","0.73374116","0.5573277","-0.35840064","0.025294714","0.8535371","1.1709993","-0.26515967","-0.7251049","0.16353467","0.910449","-0.2857081","-0.46458623"
"exercise economy impairment","0.68995625","0.19660689","-0.5621198","-1.6973656","-1.5132182","-2.2763116","0.36446628","2.7277389","-2.0945113","-1.2235272","-1.3597074","-1.0216112","0.45864066","0.009200433","-0.5647197","0.85614455","-0.40808344","-3.3446217","-1.8695198","-0.9648829","1.0956088","0.22861162","0.6298775","0.10308603","-1.3976215","0.76531357","-0.27767432","1.090163","-2.1602626","-1.6618645","-0.03490793","-0.052656047","-0.13600312","-0.34023157","-0.1918313","0.60466015","0.2776785","-1.1435534","0.53584856","1.1956359","-0.49058896","-0.05569397","1.104734","-0.81968606","-0.21827842","0.04896589","-1.5849382","0.2161798","-0.06151946","-1.1427087","0.49801758","-1.2847956","-0.29242027","-0.97695994","-1.0446836","0.33088517","-0.32063043","0.00084631814","-0.62151724","-0.040237553","0.031994753","-0.15220705","-0.26700655","-0.32942185"
"exercise-induced fatigue","1.0841886","0.16254766","-0.372621","-0.20863822","0.026749345","0.17208953","0.078078285","-0.18915436","0.042857002","0.15511106","-0.037505347","0.021679869","-0.11907353","-0.170615","-0.109380744","-0.1646807","0.061109453","0.071964234","-0.055835735","-0.14961295","0.092851125","-0.19630325","-0.18578744","0.08118587","-0.027323978","0.07923228","0.1545316","-0.0029816178","-0.06792341","-0.06405448","0.062241115","0.026081646","0.016166378","-0.08728053","-0.05140057","-0.004121532","0.059834488","0.17390063","0.046512526","-0.012987407","0.0066153416","-0.004967878","-0.04490499","-0.05555716","-0.17451085","-0.063291825","0.03026535","-0.01782557","-0.23534933","0.15389837","-0.0078171035","0.03635572","0.04848827","-0.03717764","-0.020522414","-0.0048973607","-0.14141849","-0.078868754","-0.073543094","0.019609507","-0.052987076","0.02961226","0.04279907","-0.058894932"
"experimental autoimmune encephalomyelitis","0.87624484","0.11409137","-0.4406806","-0.1366415","0.076994345","0.1959561","0.36120075","-0.3297127","-0.10157804","0.14624555","-0.10373067","-0.23564455","-0.23448241","0.18247816","0.047157954","-0.8153045","0.28499016","0.48650423","-0.48630965","-0.68271506","0.4137073","-0.31415048","-0.19917196","0.91865003","-0.10138252","0.3110613","-0.20293365","-0.91765636","0.58539355","-1.2395713","0.4912062","0.45095044","0.2609721","0.6062375","-0.67909384","-2.6908855","-0.4488843","-0.30554834","0.4838956","-1.4062285","-2.3272526","0.21078415","2.5780632","0.8288049","-0.81327003","-0.8131769","-1.2125949","-1.2287538","0.10940759","-1.0430633","-0.0142338","-0.21949774","0.6715809","1.0406444","-0.87073207","-0.634396","0.23866737","0.5174215","0.37203833","0.02696257","-0.2001459","0.73097074","0.14294195","-0.43195838"
"familial Mediterranean fever","0.6828909","0.2227054","-0.5876466","-1.1516755","0.54954857","0.49728563","0.20247665","0.4929939","5.122189","-4.4826493","-2.617547","1.8883035","0.54180074","-0.6589942","-0.51405925","0.9116394","-1.5143443","0.04119685","0.7473614","-1.2078816","-0.1067634","-0.28744292","-0.7748457","0.36552823","-1.0964876","-0.6465556","0.13966441","0.64570886","0.5341727","0.07343769","0.2754703","0.55193067","-0.16957122","0.04451814","0.05983009","-0.30550534","0.047143597","0.47508803","-0.1799432","0.2677063","-0.10367229","-0.3005716","0.22813874","-0.15715976","-0.17931904","-0.04981308","-0.109851174","-0.1974529","-0.5184562","-0.17235343","0.118006945","-0.021979434","0.45072418","-0.15475325","0.099387","-0.025334232","-0.10227386","0.032556016","-0.13314503","-0.5265957","-0.33722135","0.15007468","-0.03190814","0.03864621"
"febrile episodes","1.1053098","-1.7133662","1.7958142","0.029758124","-0.03770455","-0.21701255","2.659141","-1.617975","-1.4775652","-1.520246","-0.31650123","0.72335666","0.24095929","-0.24509242","-0.21643038","0.16743504","0.39743653","0.71895725","0.32892564","-0.03950466","0.35822755","-0.37933406","-0.3237207","-0.20669238","-0.45415726","0.31999943","-0.5403796","-0.02586184","-0.089943305","0.3092084","-0.30693588","0.009404544","-0.5665385","0.07985883","0.23280497","0.013045878","-0.36192128","0.14637098","0.16101351","-0.09812794","-0.1661401","0.03776758","0.06431389","0.0934198","-0.16896608","-0.20150757","0.2749678","-0.04454172","-0.3782032","0.22774102","0.34247747","0.030977612","0.17013085","-0.47521174","0.21304837","-0.11765059","-0.29362917","0.01374418","-0.07402978","-0.1293515","-0.12090337","-0.119115725","-0.006385826","-0.19699505"
"fibrosis","0.88841766","-0.58243054","0.18797158","0.18778402","-0.9057011","-0.42807797","-0.5575874","1.3051549","0.9353637","0.002879101","3.6622832","2.6866927","-0.011161301","0.45750087","0.24386778","-0.13601623","0.3869233","-0.05878453","-0.3517326","-0.43414712","0.5446601","-0.3785895","-0.07132908","0.31084174","-0.20389074","0.22088088","-0.14021431","0.45606637","0.28935808","-0.33052978","0.32984635","-0.46672016","-0.053860564","-0.026263101","0.25306526","0.15365352","-0.2482857","-0.21598417","0.12590338","0.07832148","-0.3913195","0.08569999","0.042412344","-0.26773286","-0.1977743","0.09576238","0.33866712","-0.17580476","-0.33483648","-0.17604019","-0.13993207","-0.07361124","0.42276782","0.17527427","0.2564227","-0.19531551","-0.26980975","0.00077346095","0.0052459263","0.11626558","0.011115128","0.2643525","-0.17637336","-0.3709117"
"food allergy","0.18122949","0.07551706","-0.139159","0.154554","0.86470014","-0.98231524","1.027889","0.057326566","0.8608027","0.12167873","0.036537286","-0.6769802","-2.6064906","3.9263551","1.4527799","-1.7185702","-0.8546018","2.5725517","0.6666823","0.44900212","0.19449788","-0.61629826","-0.711706","-2.2824244","0.7201557","0.118665375","1.5587739","0.1688137","1.1214347","-0.043824766","0.9391721","0.8475986","2.614845","1.5389861","1.5501705","-0.4512414","-3.5372074","1.433727","-0.5403937","3.8595316","1.496364","-0.092114314","-1.7625551","3.1533453","-1.1995534","1.6430806","-0.059352174","-1.7956033","0.13176511","1.3842963","-0.85553414","0.8844325","-0.5046465","1.3338878","0.958107","1.39581","0.06697669","1.0167028","1.8887784","-0.77446705","-0.9283323","0.25566912","-0.78258026","-0.57350624"
"functional constipation","-0.10940803","0.20616804","-0.30659834","0.052913934","-0.06176281","-0.03598661","0.06488985","-0.4317057","0.39782757","0.1972289","-0.15675823","0.058166403","-0.09500388","-0.6910065","0.2016438","-0.51787364","-0.53409386","0.4204989","0.20827422","-1.3685006","0.8809153","4.169632","1.8799878","0.58894813","0.021396032","2.5060139","-0.79690915","-0.2299151","0.18336247","0.13827087","-0.38774416","-0.8856471","-0.4377481","0.20720528","-0.010767251","1.1575937","-1.5352935","0.5214187","-0.8096677","0.4651586","-0.8851235","-0.38411477","0.102872334","-0.6427719","1.1262172","0.40233555","-0.17887998","0.97666","-0.7015783","0.43217403","0.47581568","-0.19828488","0.5931774","0.7083233","0.2821653","2.3390763","-1.6307231","-1.3778924","1.8142319","-1.8571273","2.61634","-0.6721826","-0.41556698","-0.1535068"
"fungal Keratitis","-0.35403842","-0.08809162","-0.031033738","0.008118962","0.116725154","0.15459235","-0.32574618","0.43133488","-0.38557985","-0.78853035","0.5617297","-0.054673098","0.3483416","-1.221008","-1.1935334","1.2135013","-0.6394292","-0.56386775","1.5823046","2.896196","-1.0641141","0.54688394","0.6375446","0.5419662","0.7649991","1.0112289","-0.89763737","1.7845473","-1.8394644","1.1653274","1.7160957","0.2249421","-1.9986583","-3.1388187","0.09454096","2.999455","2.1954346","3.8970065","-3.1731877","-0.5728359","5.291997","-1.5025675","-3.6304126","-0.0011809912","0.9262427","-1.5417557","-0.34526533","2.8120902","0.567913","-2.002158","-0.45731837","-0.64668196","-2.288496","0.96924245","1.7601149","-1.1055824","1.6468682","-0.7713972","-0.05751467","-0.50250274","1.0109774","0.18787588","-0.6325149","-1.140779"
"gallbladder cancer","1.0845869","0.16612674","-0.37689158","-0.21295594","0.027752703","0.16843307","0.073796056","-0.19431958","0.053308","0.16707386","-0.042332705","0.016571399","-0.13922304","-0.17673445","-0.0394018","0.07074921","0.12066347","0.10324094","-0.06474031","-0.06274441","0.15269616","-0.14884582","-0.24858946","0.101497956","-0.020607214","0.15171945","0.22052822","-0.07542345","-0.057711508","-0.09889796","0.11482181","0.0433149","-0.0130036","-0.0020379245","-0.13370587","-0.07805403","-0.019645091","-0.02405692","0.27818793","-0.05122106","0.00783999","0.055721514","-0.20571521","0.028980397","-0.13431159","-0.013572598","0.08576062","0.01929592","-0.22470076","0.19751646","0.0003512131","0.0035233602","0.016100256","-0.047279388","-0.045526925","-0.10989105","-0.103457294","0.035334803","-0.074629664","-0.0842795","-0.0070741996","0.030896038","0.08975979","-0.067724586"
"gastric adenocarcinoma","0.031287175","0.04668623","-0.16629148","-0.5818678","0.18416911","-0.4034496","-0.22595239","-0.07154839","0.4567756","0.73863703","-0.27236757","-0.9945185","-0.9064598","0.60958016","2.1295178","4.4889646","1.8784014","1.8154356","-0.8995087","-0.07282457","0.60744745","0.04385113","0.36307722","1.535173","-0.7347695","-0.740294","0.9356109","-0.46678263","0.0055808756","1.0604156","0.24724007","0.29630533","-3.5296662","-2.1660674","1.747583","-0.20087431","-0.9189406","-1.180295","-0.7908203","0.012577708","-1.1146135","0.86391336","-0.31613362","0.09094037","-1.595359","-0.07585621","0.5792064","0.058591764","-1.1490443","-1.3822079","-0.08084439","0.06294249","0.20925984","0.25196654","-0.082080424","-0.3318628","0.15613803","0.49087006","0.08461544","0.07746892","-0.30926362","-0.3316091","-0.29911512","-0.57531655"
"gastric cancer","-1.4191004","-0.06922181","0.014422222","0.42549765","0.41263625","0.6207547","-0.15501046","-0.65017664","0.3376006","-0.020004457","0.3845401","0.05875317","-0.010288886","-0.27779192","-0.28560278","-0.85881245","-0.15097259","-0.586173","0.67199326","-0.40380087","-1.0128163","-0.80624485","2.236495","-0.5301033","0.16646199","-0.87406904","-0.734598","-0.26687282","-0.12534203","0.62523675","-0.647165","0.39497328","1.6862844","-0.3911954","-0.469936","-0.93897456","1.3075888","0.4686215","-0.549855","0.47050697","-2.0135026","0.13145451","-1.7419157","-0.6507905","1.6817778","-0.07301078","0.92681843","1.5803826","-2.2142375","0.81434554","1.7445657","0.16179451","1.3649093","-1.5587773","-1.937304","-0.41313693","2.639411","1.7240809","0.85886097","-3.8610792","0.23163787","1.4013002","1.3806102","-3.831834"
"gastric carcinoma","1.0841886","0.16254766","-0.372621","-0.20863822","0.026749345","0.17208953","0.07807782","-0.18915436","0.042857002","0.15511106","-0.037505932","0.021679869","-0.11907353","-0.170615","-0.109380744","-0.16467997","0.061109453","0.071964994","-0.055835735","-0.14961295","0.092851125","-0.19630325","-0.18578744","0.08118587","-0.02732353","0.07923228","0.1545316","-0.0029806374","-0.06792391","-0.06405448","0.062241115","0.026081646","0.016166378","-0.08728053","-0.05140057","-0.004121532","0.059834488","0.17390002","0.046513133","-0.012987407","0.0066153416","-0.004967878","-0.04490563","-0.05555716","-0.17451085","-0.063291825","0.030264677","-0.01782557","-0.23534864","0.15389837","-0.007816395","0.03635608","0.048487537","-0.037178375","-0.020521663","-0.004898123","-0.14141926","-0.07887032","-0.073542304","0.019609904","-0.052987076","0.02961226","0.042799894","-0.05889411"
"gastric mucosa-associated lymphoid tissue lymphoma","1.0892311","0.23292628","-0.48175398","-0.36651227","0.09992463","-0.14364094","-0.15711404","-0.4332546","0.31287327","0.45121494","-0.34391445","-0.19566028","-0.6006213","0.09246293","1.8888855","4.585836","1.9485618","1.390983","-0.94585925","0.73901993","2.2248828","0.38911438","-1.410929","0.88472235","0.21196271","0.4396778","0.33220986","0.020518124","0.28023338","-0.44553486","0.089844525","-0.00011806238","-0.14857732","0.49827716","-0.1689221","0.2604401","-0.119169116","-0.18421274","-0.23089314","-0.27335674","0.080419496","-0.31990513","-0.16732919","0.012498546","-0.004334055","-0.34813577","-0.29539275","0.037903033","-0.21644804","0.4381769","-0.23763558","0.21178547","-0.049588867","-0.14150225","0.11816835","0.015540721","-0.025899943","-0.00077333575","-0.19108202","-0.3526785","0.008755614","0.14599857","0.21746436","-0.056712028"
"gastric ulcer","1.0892311","0.23292628","-0.48175398","-0.36651227","0.09992463","-0.14364094","-0.15711404","-0.4332546","0.31287327","0.45121494","-0.34391445","-0.19566028","-0.6006213","0.09246293","1.8888855","4.585836","1.9485618","1.390983","-0.94585925","0.73901993","2.2248828","0.38911438","-1.410929","0.88472235","0.21196271","0.4396778","0.33220986","0.020518124","0.28023338","-0.44553486","0.089844525","-0.00011806238","-0.14857732","0.49827716","-0.1689221","0.2604401","-0.119169116","-0.18421274","-0.23089314","-0.27335674","0.080419496","-0.31990513","-0.16732919","0.012498546","-0.004334055","-0.34813577","-0.29539275","0.037903033","-0.21644804","0.4381769","-0.23763558","0.21178547","-0.049588867","-0.14150225","0.11816835","0.015540721","-0.025899943","-0.00077333575","-0.19108202","-0.3526785","0.008755614","0.14599857","0.21746436","-0.056712028"
"gastro-oesophageal reflux disease","0.87088996","0.09225858","-0.2544774","-0.066365026","-0.026225422","0.4601545","0.28805885","0.02095858","-0.2279571","-0.14277661","0.28072226","0.21801355","0.3092328","-0.38544053","-1.9701372","-4.653844","-1.7140311","-1.1833637","0.8273612","-0.9993476","-1.9606717","-0.8068063","1.1182573","-0.69904506","-0.28455207","-0.31268576","-0.050162002","-0.06026998","-0.40725836","0.3545139","-0.008349841","0.01760233","0.16177537","-0.7358001","0.069937274","-0.2630323","0.24448308","0.532611","0.3194709","0.2795207","-0.064861655","0.3524326","0.09186983","-0.15846828","-0.24071486","0.21397536","0.434694","-0.09715094","-0.35380086","-0.21404041","0.2879678","-0.14300576","0.20907012","0.05783695","-0.2764478","0.059318174","-0.10751391","-0.21765174","0.0240805","0.2557448","-0.06453052","0.0009486607","-0.12544398","0.027069205"
"gastroduodenal ulcers","1.0892311","0.23292628","-0.48175398","-0.36651227","0.09992463","-0.14364094","-0.15711404","-0.4332546","0.31287327","0.45121494","-0.34391445","-0.19566028","-0.6006213","0.09246293","1.8888855","4.585836","1.9485618","1.390983","-0.94585925","0.73901993","2.2248828","0.38911438","-1.410929","0.88472235","0.21196271","0.4396778","0.33220986","0.020518124","0.28023338","-0.44553486","0.089844525","-0.00011806238","-0.14857732","0.49827716","-0.1689221","0.2604401","-0.119169116","-0.18421274","-0.23089314","-0.27335674","0.080419496","-0.31990513","-0.16732919","0.012498546","-0.004334055","-0.34813577","-0.29539275","0.037903033","-0.21644804","0.4381769","-0.23763558","0.21178547","-0.049588867","-0.14150225","0.11816835","0.015540721","-0.025899943","-0.00077333575","-0.19108202","-0.3526785","0.008755614","0.14599857","0.21746436","-0.056712028"
