"disease","disease_full_gip_once_000","disease_full_gip_once_001","disease_full_gip_once_002","disease_full_gip_once_003","disease_full_gip_once_004","disease_full_gip_once_005","disease_full_gip_once_006","disease_full_gip_once_007","disease_full_gip_once_008","disease_full_gip_once_009","disease_full_gip_once_010","disease_full_gip_once_011","disease_full_gip_once_012","disease_full_gip_once_013","disease_full_gip_once_014","disease_full_gip_once_015","disease_full_gip_once_016","disease_full_gip_once_017","disease_full_gip_once_018","disease_full_gip_once_019","disease_full_gip_once_020","disease_full_gip_once_021","disease_full_gip_once_022","disease_full_gip_once_023","disease_full_gip_once_024","disease_full_gip_once_025","disease_full_gip_once_026","disease_full_gip_once_027","disease_full_gip_once_028","disease_full_gip_once_029","disease_full_gip_once_030","disease_full_gip_once_031","disease_full_gip_once_032","disease_full_gip_once_033","disease_full_gip_once_034","disease_full_gip_once_035","disease_full_gip_once_036","disease_full_gip_once_037","disease_full_gip_once_038","disease_full_gip_once_039","disease_full_gip_once_040","disease_full_gip_once_041","disease_full_gip_once_042","disease_full_gip_once_043","disease_full_gip_once_044","disease_full_gip_once_045","disease_full_gip_once_046","disease_full_gip_once_047","disease_full_gip_once_048","disease_full_gip_once_049","disease_full_gip_once_050","disease_full_gip_once_051","disease_full_gip_once_052","disease_full_gip_once_053","disease_full_gip_once_054","disease_full_gip_once_055","disease_full_gip_once_056","disease_full_gip_once_057","disease_full_gip_once_058","disease_full_gip_once_059","disease_full_gip_once_060","disease_full_gip_once_061","disease_full_gip_once_062","disease_full_gip_once_063"
"HIV infection","-1.9788382","0.03059126","-0.05549287","-0.051939838","-0.030749256","0.020133298","0.030082962","-0.06261149","0.019476274","0.037255313","0.009982357","0.008244007","0.0146324625","-0.010576296","-0.026363919","-0.020012852","0.006100053","0.036581784","-0.035358943","-0.004142808","0.029096333","0.0050384942","-0.053586602","-0.010218293","-0.010017701","-0.011131876","0.00600012","0.012616686","0.0082674995","-0.008544382","0.0023334925","0.0052124728","-0.0008992769","0.04154867","0.03301966","-0.07785494","-0.11986628","0.14627475","0.03242568","0.2004945","-0.17023192","-0.12436547","-0.1939322","-0.1717128","-0.013556029","0.114464596","-0.003223844","-0.25905603","0.039690062","-0.4474308","0.12023266","-0.4732377","-0.050444745","-0.5408763","0.9658482","2.244368","-0.14809085","0.12795684","-0.8234723","-1.3070184","-0.1500079","-2.3969495","-0.32294464","0.023146164"
"HIV-infected pneumonia","0.31985706","0.24886157","-0.746012","-1.084645","1.5026127","0.7087062","1.4187268","0.2071184","-4.5360055","4.060966","2.8542645","-0.35897633","-0.40263408","-0.483863","0.65012616","0.84822476","-0.987982","0.48961428","0.7787758","-1.9778755","-1.4465699","0.38752058","-0.6553012","0.38144663","0.046910875","0.052629285","0.40171942","0.66403455","-0.13274996","-1.3279122","-0.34075955","-0.25167295","0.8494678","0.34580153","-0.8466519","0.10660375","-0.26577172","0.14604063","-0.3890543","0.09025632","0.091098756","-0.44904402","-0.5980405","0.3072572","0.9453037","-0.07889539","-1.0778337","0.17861721","-0.14816223","0.2893351","-0.29023883","0.20105709","-0.5157968","-0.36308226","0.7998232","-0.18970886","0.33102196","-0.606418","0.087012246","-0.25728416","0.2681481","0.79134333","-0.019618116","0.58617663"
"Halitosis","-1.7231288","0.03394374","-0.22231352","-0.3915508","0.013993786","-0.015257813","-0.35529554","-0.54073673","-0.24616893","-0.33244255","0.17974225","0.14413305","-0.103580624","0.11575078","0.19256565","-0.042635273","0.115655705","-0.09862575","0.09818873","-0.07297785","-0.27750194","-0.1454471","-0.20841315","0.068638444","-0.048484355","-0.15809767","-0.06677468","-0.3003664","-0.6585557","0.8146057","0.0854295","-0.055751838","0.21766827","0.8374603","0.61037785","1.1272849","-0.19293796","-0.032363538","0.05779681","0.976017","-0.51230174","1.2782739","0.14362186","-0.35974476","0.34854004","-0.4961725","0.21742721","1.0685967","-0.917322","-0.60271347","0.76276696","0.65335155","-1.7994127","-0.5159783","0.23382242","-0.1203341","5.1984987","-1.1788602","1.1796633","0.96541995","2.1420221","1.7836243","0.9746535","-0.42505953"
"Hand, foot and mouth disease","-0.22515911","1.0025877","-0.9065272","2.1139488","2.4187868","-0.988546","-2.3903046","3.7814224","1.1302067","0.2827687","0.30497926","-2.509052","0.65385425","-0.98548144","0.3052544","-1.108186","-0.4348097","2.8026435","-1.0788347","0.07278801","-1.7419913","0.11712525","-1.6560115","-0.35410166","4.233883","-0.67139643","-2.3981216","-0.774532","2.2868252","-0.72261745","-0.6012329","-0.31210107","-0.83226806","1.9140289","0.88152105","-0.9740081","-1.8449787","1.7251205","-0.0138295945","-1.579563","-0.62285703","-0.20337307","-1.8546691","1.4258019","-0.121009","-0.27646047","2.1529355","0.055133857","0.2973483","0.07416698","-0.14815405","-0.13721508","-0.9138651","-2.060119","-0.55779445","1.2603608","0.3153026","-0.82599616","-0.8246461","-0.019210564","-0.22523321","-0.5195399","0.652771","0.14767615"
"Hashimoto thyroiditis","0.33971903","0.068251565","-0.25294524","-0.024476504","-0.33936918","0.10211025","0.13105465","0.3058101","0.07600763","-0.118846826","0.51180553","-0.25324452","0.050758004","-0.30612522","-0.45737845","1.534165","-0.2893725","-1.9323225","0.5816987","1.2392204","-1.7062283","0.7804154","-0.96180177","-2.499966","-0.2540505","1.5686401","1.4969541","-2.9204392","1.1821434","-0.19888899","-1.3808272","-0.57378614","-0.89029217","-2.846668","-1.4325715","-1.2012272","1.6556059","0.13690491","1.6023332","0.26498312","-0.358224","-1.8299276","-0.7009924","0.21822076","-2.3116243","0.578065","-0.327833","-1.101526","0.61968094","1.240222","-0.08230606","1.1262872","-0.068675674","-0.056604493","-0.37115175","0.18615387","-0.13909552","1.0523328","0.22685832","0.39927018","-1.9339172","0.58192295","-1.2236081","0.14595641"
"Hashimoto's thyroiditis","-1.0458258","-1.0636125","2.0851357","0.092712745","-0.21877202","2.2310693","1.4039079","-0.41117004","0.71649694","0.54327095","0.41456237","-0.6724972","-0.5332539","0.35283396","-1.140936","2.1077037","-0.44054443","-3.6782653","-1.275633","-0.34773478","-0.31610227","-0.087990955","-0.034822904","-1.4674006","-0.18911994","1.4296589","-0.85850084","-1.2100025","-0.3634149","-0.07305547","-0.020296307","-0.527029","-0.8464867","-1.8879505","-1.2191887","-0.0200192","0.53313","-1.967654","0.1608087","0.81294215","0.34362352","-2.183139","0.62835443","1.0677199","-1.7257679","0.16599248","-2.972991","-1.9566547","1.2373743","-0.34066355","2.0721302","-2.3738935","-0.5331206","-2.561112","-1.4368026","2.898663","-0.60164857","0.3953306","0.30065835","-0.91653895","1.1321189","-0.24045524","-1.8901132","-0.7638433"
"Head and Neck Squamous Cell Cancer","0.880075","0.22488843","-0.49853292","0.21745254","-0.2956978","0.5703069","0.3941903","-0.3288003","-0.22206007","0.47335556","-0.30093658","0.73063093","0.3045955","-0.90493494","1.6589473","-0.052273497","-4.0750537","0.50903374","-2.097592","1.4433693","1.52805","-0.29862586","0.9508556","-1.2793999","0.07967875","-1.4123929","0.71193224","-1.0818152","-0.2383339","-0.0059961313","0.7028861","-0.43103653","-0.64848167","-0.34241462","0.27847403","0.5163681","-0.0074276486","0.11710802","-0.25157756","-0.30412608","-0.48450541","0.11886396","0.37696335","-0.1347079","0.18133032","-0.9739926","-0.22859932","-0.12206684","-1.1680025","-0.006937049","-0.60853887","0.03318799","0.12831828","0.11119694","-0.067909524","-0.050369717","-0.028706908","-0.121356115","-0.2534286","0.29394674","0.21686201","-0.4283698","-0.2008126","-0.0009129906"
"Head/Neck cancer","-0.84556097","-0.077997096","0.040913958","-0.21634395","-0.23308589","0.46026415","-0.06452379","-0.16793886","-0.5860246","1.1911212","-1.4751215","1.808513","0.06653395","-0.6580345","-0.8595104","-0.34178105","-0.24777338","-1.2765926","0.09295783","0.076521285","1.164377","0.28568703","-1.6121141","1.501728","-0.6559264","-0.2314526","1.024194","-1.2216071","1.8745091","-1.29636","3.0677102","0.00671936","0.22824119","-1.5397407","1.6153986","-0.026172847","-2.9072692","0.69552636","0.17072083","2.242898","0.31835407","2.5947735","1.0030594","-2.4549892","-4.0813246","0.42273042","-1.0357455","3.9110725","-0.9650277","0.2102412","-1.7257358","0.3773834","-0.94088775","0.98263663","2.4497085","2.5651596","2.2941182","1.1304274","-0.83991885","0.7638802","-0.94306314","-1.917251","0.7041285","0.20797998"
"Heart failure","-1.3721775","0.21078926","-0.3338686","0.9859855","1.0788224","-1.2033459","0.5232752","0.35576695","0.46376756","0.11340923","0.05738016","-0.41517052","-0.4246432","0.57133484","0.44269478","0.29686683","-0.014249211","0.32589632","1.2896972","1.0691917","-0.91628563","-1.3255272","2.307662","-0.97653055","0.8682119","0.66201055","-1.523402","1.2299551","1.0599293","0.047404032","2.6213167","-1.2885773","-0.003123322","1.310656","-0.8228285","1.6916016","-1.9482088","1.3698546","-2.3788977","-0.8045961","-0.30649263","1.5539138","0.96185666","0.43967798","0.16290994","-0.32854745","-0.2488051","-0.00047230846","-1.3190495","2.2714822","0.9181156","-2.2177386","1.6659635","2.1213214","-1.1051338","0.2165347","1.1139395","2.2968962","0.5015762","-0.93697244","-1.3825008","-1.5686085","0.11558388","3.856144"
"Helicobacter pylori infection","-1.8422928","0.036019675","0.00082185643","0.16773996","-0.35480922","0.13697553","-0.271465","-0.16462046","0.09450817","-0.33937007","-0.28621542","-0.10542173","0.032735582","0.08284026","0.17823282","-0.3577016","-0.1048534","0.00446212","-0.07567034","0.13936864","0.4620522","-0.21200694","-0.32512385","0.36843783","0.13136995","-0.01558573","-0.29385567","0.03602845","-0.02542665","0.17639445","0.033465605","-0.16273472","-0.34874025","0.5483527","0.26703975","0.09605372","0.2304501","0.79747605","0.038386106","-0.4544137","-0.59582514","-0.33033317","-0.6166176","-0.78543985","-1.1550657","2.2457755","0.017532356","0.6502904","-0.21984828","0.020871175","0.4250285","0.018636553","-0.1567256","-0.00758905","0.18080492","-1.7224447","-0.9814187","-0.8633987","0.7016678","-0.7875424","-0.66144115","-1.9316722","0.61363626","0.91624856"
"Henoch-Schönlein Purpura","-0.45551938","-0.5222832","-0.06719172","-0.7032601","2.2174032","-2.5670798","-1.7040792","-0.17202397","-0.68313754","-1.1872585","0.77819","-1.956252","-1.2437007","1.2348574","-0.052537758","-0.027445091","-2.038229","-0.5417919","3.0451293","-0.15123017","2.6993349","-0.93638504","1.4708331","-0.27639657","3.4602504","-1.3403618","0.5121742","-0.08246667","5.848362","-0.29574206","-1.690376","2.1459951","-2.7553518","-3.3954306","0.6717111","0.23896068","-2.2316668","-2.0204167","-0.6061465","-2.0107028","-0.7553983","0.034394916","-0.8072725","0.16675943","-2.6939812","1.2950705","0.67622113","0.84820926","-1.2891607","-0.7365883","0.7350877","-0.21700138","0.21434747","1.5810715","-0.518875","0.2058221","-0.09477477","-0.4908086","0.28867316","-0.54031026","0.3938959","-0.715716","2.0439173e-05","0.8759911"
"Hepatic encephalopathy","-1.486467","0.05669853","-0.18505016","0.6008435","0.64015","-0.3740804","-1.4036788","1.8327241","-0.23042624","-0.31303668","0.33282873","0.10941433","-0.55173594","1.2680116","0.41610992","-0.15567361","-0.7209182","-0.082187966","0.2943297","-0.47194663","0.76107246","-0.21182647","0.3013848","-0.047888458","0.22748472","0.04299131","-1.1387929","-0.072035365","1.1018146","-1.2105485","-0.011563961","-0.322041","0.34526327","0.71638316","1.5949799","-1.5475861","1.7106571","-2.0224373","0.061544377","1.3782885","-0.5157813","0.2367488","0.10987104","0.5529527","-0.41222802","4.0527606","-0.62206435","-0.85942525","-0.9324551","2.6976154","-1.3954277","-0.33023477","-0.9445637","-2.2691326","1.4094394","2.8051393","-3.2553601","-0.39701596","-1.0045353","-0.77584666","1.6680275","2.9498832","-1.166207","-2.933605"
"Hepatitis B","-1.7500293","-0.16648929","0.22994229","0.9072906","0.32170796","-0.0018437061","0.4609204","0.14873512","0.32982725","-0.24411848","0.2944598","0.20927277","-0.34651694","0.60795236","-0.004689099","0.062149685","-0.17096905","0.2617192","-0.15959115","0.9493814","0.040068954","0.007591945","0.3060272","-0.081079945","0.47043258","-0.15402167","-0.33854258","0.046247765","-1.4457496","0.22722152","0.20079254","-0.38660872","0.47376025","-0.83909255","0.47339833","0.82296526","1.3440164","-0.06922597","-0.16823086","-1.2913057","-1.8361422","-0.6331046","1.1205429","1.4465159","2.0624273","-0.092792846","0.34574315","-0.8020369","1.5585378","-1.3310115","1.6126655","0.15251717","-2.073936","1.5904114","4.603282","-2.5814734","-0.9215869","-0.16286303","0.5539861","-0.6608564","2.3330414","-1.0593278","-1.8828499","2.1486025"
"Hepatitis B associated liver failure","-0.57760453","0.35690632","-0.54941046","-0.07987412","0.28510076","0.36985382","0.3350504","-1.1031866","0.028011376","-0.38207787","-2.5963125","-1.9567498","-0.34098977","0.17767228","-0.7726109","-1.7400969","1.8781058","0.07824841","-1.2703495","1.6812317","1.0584327","-0.19623809","0.6806061","0.013012214","0.14227812","0.590709","-0.18220015","-2.3842926","-0.029383622","0.008954452","-0.053182717","0.9501232","-0.11539264","0.17869172","-0.29319128","-2.2607868","0.099067494","-0.11403273","0.45489943","-1.986429","-2.7790053","-0.16346832","2.4193602","0.96008974","-1.0858365","-0.7218201","-1.8246756","-0.24749991","0.1059303","-0.33818278","-0.36327407","-0.06580247","0.9045198","0.65834624","-0.9905777","-0.41101658","-0.6371713","0.50618446","0.18125983","0.8105263","-0.31810826","0.86640906","-0.002831005","-0.56251824"
"Hepatitis C","-1.4892876","0.1420317","-0.3533782","0.8737009","1.2241573","-1.4231006","0.15576732","-0.0075952914","0.27394357","0.18850064","-0.03392135","0.234755","0.0005154303","0.55825055","0.67626655","-0.25182515","-0.36765933","0.50931954","-0.55757195","0.30761054","-1.2134209","0.025848504","-0.73004156","0.35711595","-0.9919079","0.40863964","-0.92601913","0.18554454","-2.1908414","0.37268525","-1.0408552","-1.1936849","-1.918976","-0.61107475","-0.21854335","-0.7670937","1.3419015","0.53620315","1.0796341","0.70443684","-0.13075978","-0.46408424","0.17652908","-1.5555826","0.3951242","-1.4424807","1.9776905","1.2005178","2.710382","2.0129983","-0.119897574","-2.6908486","-1.9120845","-0.6093458","-1.0955966","1.9072928","-1.1891334","1.9644717","-1.1985866","1.3985391","-1.3934686","-1.2616102","-0.5430891","0.47815856"
"Hepatocellular cancer","-1.9520465","0.044399112","-0.012674315","-0.14476421","-0.13232437","-0.06046842","0.06523564","-0.14473668","0.02395013","0.014260522","0.057813503","-0.021731835","-0.015083144","0.022908395","0.03781487","0.02375122","-0.082228094","-0.002984209","0.12119231","-0.045152977","0.060888547","-0.025780683","-0.02853316","-0.053762335","0.03309743","-0.05121424","0.0024482415","-0.07431604","0.07529201","0.030053217","-0.041211106","0.14146233","0.13133982","0.033945814","0.0063686664","-0.053825133","0.07164229","0.15639383","0.053598013","0.15303831","-0.065681405","-0.038819425","-0.114737175","0.6414446","-0.25870788","-0.2120232","-0.72279227","0.28080982","0.38395026","0.3041021","-0.0026170544","0.26028374","0.7922748","-1.5354483","-0.77905077","2.020751","-0.6203476","0.9472868","-0.06870081","0.49444866","-0.49684334","-0.54969686","0.066379465","0.4744272"
"Hepatocellular carcinoma","-0.082985245","-1.3381562","1.416987","-0.2808306","-1.386955","-4.048485","3.3057075","1.8266319","0.40908033","-0.5789343","2.4266334","0.38205978","1.3916852","-1.4370438","-0.4523344","-0.35414279","0.2664513","1.9988197","-0.69043297","0.15209351","0.9699059","-0.7005505","-0.96801656","-0.37986255","-1.3399805","0.9177236","-1.7638528","-0.2125833","0.72272617","-0.44446293","1.5607253","-1.5491941","2.4127553","-1.0047891","1.8697909","1.0396785","-1.4860538","-0.5087239","0.65765536","1.9852823","-0.187698","-0.85424775","-0.62302476","1.3622388","-0.64134926","1.5180434","-0.27659786","-1.3594799","-1.1223382","-2.6871867","0.20716639","-0.36265552","0.722003","-0.641304","0.3825437","-1.0872116","0.5645039","-0.5656134","0.2646127","0.9032589","0.52504385","-0.17207463","0.24082915","-0.403287"
"Hidradenitis suppurativa","-0.2440101","0.027727354","-0.26485488","-0.5662978","0.35095176","-0.165127","-0.2753265","-0.20044817","0.44057968","0.0006075482","0.46990776","-0.63596225","-0.19486572","0.24178064","-1.5755272","0.22437179","2.4709368","-1.3338144","1.7366713","-1.3987986","-1.015226","-0.5058835","-1.8738502","1.5314068","-0.40269202","0.46442983","-1.1317573","-0.3322986","-0.9413977","2.8683066","-1.0693324","-1.447587","-0.37814495","2.5509415","-2.2613666","6.115038","-0.7379595","1.1661168","3.286143","-1.678582","-2.6092126","0.96650285","-0.89297533","0.704337","-3.9942296","-2.4173722","-1.0644866","1.2506868","1.594189","-2.2120879","0.75115037","0.34298012","-0.51970285","0.74081767","0.33708417","-0.6154186","0.9631495","-1.2385218","-0.09980727","1.2189645","0.17465185","0.43982223","0.97899884","0.3871875"
"Hirschsprung disease","0.877567","0.06490286","-0.39589003","-0.19808508","-0.06216686","0.16677001","-0.1012889","-0.050792694","0.19759318","0.18258914","0.20113686","0.06556033","-0.17416586","-0.20714551","-0.29935497","-0.29884163","0.14597307","-0.019188736","0.21828784","0.49851066","0.16251382","0.04732223","-0.10005114","-0.05492621","-0.16951138","-0.26565772","0.105913796","-0.05134215","-0.2671909","-0.13671535","0.332273","-0.10724071","-0.11606134","-0.12212921","-0.23328868","0.07232861","-0.19048023","0.12818459","-0.09410727","-0.21999785","0.18921562","0.45734888","-0.42007402","0.24952404","0.30603915","0.416248","-0.40630895","-0.13189986","-0.38085532","0.23265144","-0.2701541","-0.3552037","-0.5031206","-0.01041221","0.14129773","-0.32445833","-0.39151594","-0.26832357","-0.8361841","-0.51828885","-0.31779736","0.31121105","0.49276942","0.2580279"
"Hirschsprung's disease","-0.23277663","-0.4552085","-0.05740512","-0.516782","1.7272996","-1.5018983","-2.583377","-0.3920917","-1.416907","0.91790646","-2.3276176","4.053118","-0.35929242","0.76341176","-0.16958722","-0.74446636","0.17197345","0.28134686","-1.4189789","0.5212757","-2.449369","0.14215666","-0.8936806","1.0948226","-0.86505157","0.0057964684","-1.3734782","-1.5606568","-1.1755711","0.19446842","-1.1845702","3.3122578","-1.4498076","4.6327033","1.8852059","1.247752","-1.0210027","-1.6380583","-2.4382312","-1.654187","0.87520206","-1.8791523","-1.6783049","0.8561829","2.9810786","-1.1618894","0.083604716","-1.3799223","-1.4923421","-1.326905","-0.15547667","-1.5356212","0.07805199","-0.06485823","-1.7653263","0.7255427","0.5917222","0.85407263","-0.4215031","0.68018466","-0.9764685","-1.32479","0.6973136","-0.59985673"
"Hirschsprung-associated enterocolitis","0.3475576","-3.8215597","-2.117543","2.0998118","-2.9465647","-0.6670401","-1.6023296","-1.6891563","-0.5770592","2.447139","-0.2503081","-2.207612","-0.8938654","-0.2974729","-0.34750584","-0.29837838","0.2286273","-0.42509952","0.40119874","0.5022961","-0.54649955","1.866029","-1.0341588","-1.507178","-1.0903007","-2.408809","-1.4404484","2.442138","0.2981695","-0.37343","0.44290057","0.5116811","-0.13152875","0.23884903","-0.18280463","-0.7037655","-0.17944728","-0.60523635","0.1845285","0.46678236","-0.15373144","0.032643255","0.19261742","-0.19585735","0.6227996","0.70734215","0.09657383","-0.21867543","0.29097885","-0.3584992","-0.45891225","-0.19560708","-0.22761928","-0.01725249","-0.031571656","0.21098138","0.19986698","0.34103128","-0.00040636907","-0.2544042","-0.6056189","0.42133924","0.0020061866","0.23096275"
"Hirschsprungs associated enterocolitis","0.90022206","0.11753589","0.5326205","1.9305296","-2.619401","-0.79252064","-1.7946731","-1.7854801","-1.2217141","2.1046646","0.24347894","-1.6297368","-0.89850116","-0.19146447","0.047736224","-0.5604988","0.6315679","-0.31157047","0.7057151","0.69960475","-0.003039392","2.1128988","-0.95521474","-2.2647367","-1.6463412","-2.7765772","-2.0438745","2.5914958","0.28251302","-0.31494486","0.1657688","0.6845999","-0.26381025","0.22555065","0.1899306","-0.43648702","-0.22085874","-0.21563467","0.46195427","-0.23807117","-0.27194604","0.13148475","0.21562184","-0.056856815","-0.3079708","-0.061833326","-0.1966043","-0.015734581","0.35305732","-0.2202003","0.030787354","0.14662501","-0.029027304","0.13724011","-0.13429813","-0.19795994","0.18593311","0.22848046","-0.021589732","0.23941322","-0.26763207","-0.079215","-0.082548715","0.06758096"
"Hirschsprungs disease","1.0957469","2.7049987","1.6725144","0.08497685","-0.5147761","-0.21221142","-0.6033485","-0.437702","1.9204444","-2.1258888","-1.1655422","0.9079239","0.113398254","-0.20851476","-0.043924026","0.1342168","-0.5434887","0.076433174","0.5228929","-0.6463087","0.23546167","-0.5153552","-0.44285417","0.05193589","-0.628225","-0.17760757","0.061078932","0.25481698","0.11034406","-0.021373862","0.19812442","0.32430252","-0.15052591","-0.12892106","-0.040908612","-0.15005773","0.116454504","0.32788506","-0.045560375","0.020184785","0.12519346","-0.10848921","0.051689472","-0.15531756","-0.47869617","-0.15847604","-0.049220216","-0.14502609","-0.35905766","-0.0811449","0.20846823","0.03758698","0.20247631","-0.03983609","-0.19822262","-0.13965483","-0.025758645","-0.058916714","-0.021904357","-0.05574953","-0.19328544","0.1731982","0.09383268","0.051968794"
"Human end-stage renal disease","-1.1097713","-0.79579055","0.6311373","0.12110466","0.016867576","-0.26222223","0.69276375","-0.3996419","-0.80649024","-1.5128106","0.15340315","-0.69931656","0.1734632","-0.7925231","-1.3092545","0.8800447","0.60346806","-1.6236777","1.158188","3.6411622","1.6417466","-1.2992549","3.999954","1.4912752","-1.3155367","0.9894212","-0.9061797","0.93070346","2.3310542","1.0642763","0.08986517","-0.3670104","-0.25950006","-2.2450788","-0.35062242","0.23550417","0.51527905","2.8758378","-0.50846845","-0.14280146","-0.33623362","-1.1331738","-2.1416783","-1.3357233","1.1602039","-0.80710876","-0.6730492","0.14367348","2.116037","0.40919852","-1.8274003","1.1074338","2.4732354","3.9229364","-0.8122117","-0.48428816","0.98030037","0.26173884","-0.24718872","0.5850549","-1.3033538","1.3550488","-0.9216372","0.38103783"
"Human papilloma virus infection","-0.92034996","0.06419224","-0.16579416","-0.21609026","0.050353553","-0.06430723","-0.043234795","-0.11498033","0.09596811","0.11366926","-0.0308243","0.3487381","-0.10730788","-0.033796087","-0.10670781","-0.63114935","0.24722984","0.04524231","-0.08707373","0.064544454","0.4065396","0.36727032","-0.22271629","0.371337","-0.22901998","-0.3326611","0.2226905","-0.45464766","-1.1188893","0.43532065","1.2254465","-0.43577448","0.8755398","3.1044075","2.0809126","0.24125029","-0.10921943","-0.8260259","-0.52562857","0.5156635","2.773717","-0.21258433","1.4050289","-0.42250934","3.3845327","-2.6742811","0.48759285","0.94419646","-0.68251425","-2.0138679","5.296717","0.8149625","-1.4293742","4.6856275","-0.57615614","0.26992902","-4.081513","0.26644358","-0.6335976","0.47350293","1.8486036","2.1553178","2.1376941","-1.3826163"
"Huntington's Disease","-0.4584031","0.2359103","-0.26388213","0.34909588","-0.38777202","0.10197084","0.5263946","0.48396984","0.12629369","0.33196312","-0.07593073","0.3778363","0.45200506","0.047026448","1.3775599","0.650873","-0.3137619","-1.0527633","-0.41127166","1.3474009","-3.053109","0.63294244","-0.9021738","-0.48246312","-1.8338953","0.6467918","-0.3629056","-4.363516","0.38724658","1.627586","-2.0994976","1.3393631","0.819853","0.63084155","0.069136105","-1.356705","0.15198551","0.33119392","-0.8282455","-0.21258302","0.21844076","-1.3254323","-0.4846693","-1.7820615","0.100082174","2.6344864","-1.8470173","1.5559366","1.0319196","0.8627401","1.3868089","-1.6928256","0.7259444","1.9205294","0.7846244","0.17284065","-0.41229725","-0.36575025","0.40073854","0.9635303","-0.83268654","0.7068487","-0.9989796","-0.89631367"
"Hutchinson-Gilford progeria syndrome","0.87498623","0.15641639","-0.35827616","-0.20194401","0.024393046","0.16605197","0.07629763","-0.1848049","0.04210922","0.15153155","-0.03615463","0.021295974","-0.115872376","-0.16718133","-0.10769781","-0.1622165","0.060270302","0.0714364","-0.055498257","-0.14774765","0.09209836","-0.19498229","-0.18502067","0.08084486","-0.027326165","0.07914917","0.1547377","-0.0030213778","-0.06833757","-0.064475805","0.06268674","0.026256893","0.016286576","-0.08842483","-0.05217403","-0.0034620361","0.061799858","0.17671852","0.047023162","-0.013104976","0.007237145","-0.0051562106","-0.04523854","-0.05649542","-0.17721738","-0.06564965","0.031493895","-0.017843837","-0.24145178","0.15762952","-0.009123995","0.039200906","0.048258863","-0.0391118","-0.02155262","-0.0042805457","-0.14895491","-0.08206188","-0.07746437","0.020917185","-0.04949893","0.03602324","0.043230824","-0.06128443"
"Hyper IgE syndrome","0.510909","0.61883706","-0.27415618","1.78058","-1.607403","2.837487","2.796468","2.1413412","0.17903095","1.5130677","-1.1366664","0.7395176","0.5369382","0.09189637","3.1623783","0.13825838","-3.6096103","0.18254422","-2.7138648","1.7884449","0.9451737","-0.5353614","1.1561569","-0.101170845","-0.9616997","-1.5411286","-1.3024185","-1.1077638","-0.65688914","1.9326755","-0.5721864","-1.0631624","-0.06717321","0.72968554","-0.4049586","-0.80794096","1.5504411","1.4899559","-0.8162273","0.50971115","0.30634665","0.46281815","0.6289034","-2.0082822","-1.2756418","1.8654603","0.61107385","0.46661988","1.3518258","-1.4249783","0.673748","0.5582909","0.26643515","0.31204376","-0.41375205","-0.8064927","-0.20804831","0.19780141","0.14821705","-0.6187038","-0.11162399","-0.28123185","1.0780699","-0.18852367"
"Hyperglycemia","0.028896857","0.124161586","-0.3238912","-0.2293018","0.04673928","0.20792909","0.026829643","-0.120396666","-0.06702158","0.20595226","0.17323603","-0.075231776","0.025570674","-0.045514982","-0.104152285","-0.3028323","0.41983798","0.024455015","-0.14279665","-0.30898404","-0.00833877","-0.3013827","-0.21178153","0.26036382","-0.021051932","0.24267389","0.081744574","0.0037192544","-0.33820426","0.08704157","0.16856652","-0.10591997","-0.30656955","0.1495689","0.65188634","-0.39072448","2.010591","0.49344042","-1.2311943","0.08149156","-1.4674392","0.08403227","-1.5913018","-1.0787238","-0.51441264","0.45538166","-0.032035105","-1.7873552","-1.1689348","0.30071375","-0.5612891","0.37179822","-2.8760476","-0.79686064","-0.81079745","-3.1923769","2.1084015","0.5858365","2.7334769","-4.090424","-1.180179","0.48298","-1.9735136","0.9831329"
"Hyperlipidemia","0.51424193","-0.28569898","0.45559624","2.17552","2.29932","2.0420537","-1.5204531","-0.18112771","-0.25597146","-0.9945198","1.7266793","-1.1046617","-0.13193586","-1.2238339","-1.4809922","1.2001407","-1.7166874","0.16172338","2.7567987","4.1041675","0.15673368","0.18384866","1.3576008","4.2800097","0.42598718","-0.24694453","0.8976547","0.8591969","-0.6484535","0.95515853","1.0208257","2.7940633","0.6272447","1.5019759","-0.7147587","-1.4782344","-1.271758","-0.005098135","1.24188","0.95810694","-1.0021687","-1.0674713","0.07056359","0.24565326","-0.47895434","0.84543633","1.2198509","0.64350283","-0.3454344","0.4770521","-0.27817583","-0.11825239","-0.5332956","0.20805381","0.4524557","-0.008327347","-0.55747366","0.07336535","0.2694617","-0.056597643","-0.6253168","-0.40970322","0.050920326","0.25843495"
