"microbe","microbe_full_gip_once_000","microbe_full_gip_once_001","microbe_full_gip_once_002","microbe_full_gip_once_003","microbe_full_gip_once_004","microbe_full_gip_once_005","microbe_full_gip_once_006","microbe_full_gip_once_007","microbe_full_gip_once_008","microbe_full_gip_once_009","microbe_full_gip_once_010","microbe_full_gip_once_011","microbe_full_gip_once_012","microbe_full_gip_once_013","microbe_full_gip_once_014","microbe_full_gip_once_015","microbe_full_gip_once_016","microbe_full_gip_once_017","microbe_full_gip_once_018","microbe_full_gip_once_019","microbe_full_gip_once_020","microbe_full_gip_once_021","microbe_full_gip_once_022","microbe_full_gip_once_023","microbe_full_gip_once_024","microbe_full_gip_once_025","microbe_full_gip_once_026","microbe_full_gip_once_027","microbe_full_gip_once_028","microbe_full_gip_once_029","microbe_full_gip_once_030","microbe_full_gip_once_031","microbe_full_gip_once_032","microbe_full_gip_once_033","microbe_full_gip_once_034","microbe_full_gip_once_035","microbe_full_gip_once_036","microbe_full_gip_once_037","microbe_full_gip_once_038","microbe_full_gip_once_039","microbe_full_gip_once_040","microbe_full_gip_once_041","microbe_full_gip_once_042","microbe_full_gip_once_043","microbe_full_gip_once_044","microbe_full_gip_once_045","microbe_full_gip_once_046","microbe_full_gip_once_047","microbe_full_gip_once_048","microbe_full_gip_once_049","microbe_full_gip_once_050","microbe_full_gip_once_051","microbe_full_gip_once_052","microbe_full_gip_once_053","microbe_full_gip_once_054","microbe_full_gip_once_055","microbe_full_gip_once_056","microbe_full_gip_once_057","microbe_full_gip_once_058","microbe_full_gip_once_059","microbe_full_gip_once_060","microbe_full_gip_once_061","microbe_full_gip_once_062","microbe_full_gip_once_063"
"Acinetobacter rhizosphaerae","0.18723142","-0.050275695","-0.07716878","-0.02336301","-0.5196495","-6.8852515","-0.5522265","-0.80700195","0.52832127","-0.14363009","0.2370082","-0.53487784","0.2697482","0.3902936","-0.38076746","0.05148733","-0.09894205","-0.22340296","-0.099030994","-0.4824723","-0.2990491","-0.003989797","-0.22381243","0.68618","-0.55211455","1.5627196","-0.013902591","-0.8590627","-0.075412616","-0.3642956","-0.6293884","-0.7673993","-0.6573447","-1.2994895","0.921946","-2.265884","-6.001746","1.6679676","2.172052","-4.7326403","2.0567157","0.8034499","-2.204642","-1.9647532","0.80380553","2.0197685","0.874516","-0.17929143","0.7627447","-1.320657","0.14934367","2.8061385","2.431072","0.7672868","1.4740683","-0.7068898","0.34532782","-0.48630965","0.7282774","0.4710068","-0.14266863","1.2339692","-0.44390035","-1.2048739"
"Acremonium","0.209759","-0.016167145","-0.2519243","5.079828","1.74224","-0.14694269","-0.08808868","0.12097016","0.27632916","0.26578438","-0.17101707","0.36978042","-0.10945141","0.025344776","0.08947246","-0.04963702","-0.1581089","0.13896643","-0.058117367","-0.07401068","0.29207203","0.32121247","-0.014976075","0.033688694","-0.0025378207","-0.13794255","-0.015770445","-0.13921954","0.11563819","-0.029913498","-0.308276","-0.178636","-0.050237127","0.1176558","-0.04359837","-0.21595672","-0.13766034","0.033876367","-0.15087695","0.3524768","-0.039867375","-0.24976927","-0.00018063541","0.24171788","0.4906155","-0.4619262","0.9191368","-0.26080456","0.46813995","0.4583984","0.07102249","-0.44557983","-0.08198856","0.90622425","-1.2945205","0.30584803","-2.038382","-0.24774884","-0.91618663","1.2593185","8.562909","4.4917808","1.1998665","-1.6536381"
"Acroconidiella","0.7308636","-0.07257739","-0.0777494","-0.13237862","-0.0624544","-0.03971834","0.10633436","-0.116280206","-0.12902454","-0.15436676","0.06672306","-1.379851","-4.168372","-1.5651263","-1.8178892","-0.34041122","7.453246","-0.27393195","1.1881154","-0.25184807","1.0962571","-2.1099443","0.08654336","0.16015649","0.23464872","-0.006477548","0.08576531","0.08835363","0.31172088","0.34844095","-0.7190463","0.13413228","0.13337383","-0.6568418","-0.07278968","0.03649587","0.22727822","-0.13102607","-0.05974842","-0.06935811","0.20228235","-0.031717286","0.014826447","-0.07369926","0.005633307","0.029603016","0.0789973","0.07984699","0.05899964","0.020497244","0.043686032","-0.054050922","-0.07230871","-0.041135002","-0.011478329","-0.043980237","0.0024473844","0.032176398","0.016871488","0.12751955","0.27773702","0.04525877","0.22349985","-0.012975431"
"Actinobacillus","-2.1470866","-0.28195","-0.01728373","0.3736182","0.14202937","0.06178075","-0.39239058","-0.16834767","-0.091031745","-0.011214031","-0.06432232","-0.027468238","-0.09683222","0.21752952","-0.4088459","-0.25754875","-0.099042825","-0.14102302","0.06883121","0.24449871","0.2292877","0.41751388","-0.015839808","0.02977635","-0.23449223","0.648963","-0.25427136","0.47940138","0.11689867","-0.23758456","0.40570235","0.25365755","0.29943553","-0.9706596","-0.12775151","0.042177215","-0.20844516","-0.043359905","0.18023154","0.19546896","0.53913635","0.02936552","0.17203139","-0.078281425","0.036509994","-0.5431031","0.003346938","-0.1598857","-0.14030313","0.08703713","0.11575671","-0.4224694","-0.27381557","0.20179462","-0.14680885","0.027757982","-0.07597696","-0.07887704","-0.14297199","-0.02321806","-0.09871531","-0.09641591","-0.13557003","0.17918219"
"Actinobacillus actinomycetemcomitans serotype a","0.72729564","0.026635129","0.0060130693","-0.08781191","0.2637141","6.1462264","0.58015233","0.5677049","-0.28889275","0.1036194","-0.06934173","0.13413829","-0.021087784","-0.24525614","-0.08238011","0.08672766","-0.23734197","-0.033255033","-0.23543881","-0.05398825","-0.009109078","-0.08800851","-0.09596795","0.06895738","-0.10630309","0.58091605","-0.6097389","-0.48854196","-0.1598779","-0.12211788","-0.12747619","-0.27946216","-0.26486006","-0.3601132","0.11831594","-0.8410492","-2.0817628","0.50365865","0.6462304","-1.7796003","1.738781","-0.008430274","-1.9226326","-0.4123542","0.7371346","3.1489012","0.6502672","2.2841923","1.8597692","0.05722832","0.38672617","-0.014740183","0.70406204","-0.088674255","0.8456866","0.068710506","-0.11584177","-0.24185549","0.19197655","0.41090623","0.13311629","-0.14931789","0.059100762","0.026713254"
"Actinobacillus pleuropneumoniae","0.19133325","-0.007753879","-0.036975283","-0.026618263","-0.123212084","-0.03909537","0.14431252","-0.021939132","-0.015819779","0.042899635","-0.05818724","-0.052925617","0.062919006","-0.10298188","-0.13705881","0.014374363","-0.13970298","-0.08659718","-0.12078227","-0.08344797","-0.035438713","-0.0050409604","-0.05025557","-0.07720754","0.08457728","-0.041017402","-0.057011016","-0.19399771","0.03531634","-0.03301178","-0.16460231","-0.09026122","-0.18866347","-0.054685075","0.15177396","-0.14263779","-0.07645998","0.054712046","-0.0062938463","0.031928126","-0.5401621","-1.1510837","-0.32706124","0.31141576","-0.6690503","-0.18800807","0.298096","-0.54948646","-0.31354988","-0.065149516","-0.45995387","-0.6813707","-0.51013386","0.14563838","0.47326666","0.7224337","0.6332515","-0.3571992","-0.45006678","-0.38489243","-0.1289655","0.656068","0.16038756","1.3004584"
"Actinobacteria","-2.324545","0.0063979696","0.0010539849","0.021610796","-0.012941812","-0.0023743606","-0.010451373","0.0017999936","-0.0090759415","0.012133506","-0.0028149094","-0.018303672","-0.0046494333","-0.014500862","-0.011751271","-0.02061401","0.0036700235","-0.004995299","-0.016684597","0.0021902544","-0.006891738","-0.0034682096","0.0034435512","-0.0065114293","0.0038761683","-0.009659801","-0.0042110444","0.02150299","0.006988435","0.012914343","0.008427502","0.017371483","0.001446634","0.013713589","-0.019493712","0.022797186","0.025500655","-0.007716995","0.0014629582","0.021030907","0.0023851416","0.005093805","-0.018784553","-0.0064430907","-0.010977321","-0.006873565","-0.034456022","0.0185603","0.0022295078","0.010452747","-0.02502249","-0.034854796","0.004448684","-0.023120407","0.014695764","0.00802552","0.009472812","-0.02579787","0.0121193025","0.0051020966","0.0017354331","-0.012738238","-0.00685875","0.023658236"
"Actinobaculum","-0.24347003","0.010021842","-0.058642883","-0.097092405","0.36357424","0.477274","-4.1240463","-2.0261383","-0.7667778","-0.70217997","-0.00967063","-0.43158597","0.057955623","0.054888546","-0.005577451","0.38459718","-0.04023524","-0.23281291","-0.16358739","-0.18985423","-0.13894787","0.31137925","-0.05056581","-0.06870086","-0.16615102","0.39155483","0.3075986","-0.2539303","0.19252549","-0.19912876","-0.45264208","-0.36362568","0.13411322","-0.08585741","0.1025612","-0.3385102","-0.28445166","0.09249951","-0.02227786","-0.14795828","-1.0797592","0.08762313","0.5259093","0.2573191","0.035195503","0.38326925","0.29598105","-0.84805393","-0.49107406","-0.8852115","0.09396388","-0.6083464","0.07633228","0.47321254","0.30730432","0.7415112","0.31210095","-0.7757783","-0.36600837","-1.0266552","0.27739143","0.18587957","0.6667718","4.5427885"
"Actinobaculum massiliense","0.71744096","-0.008362966","-0.12571695","-0.06614167","-0.15031098","-0.045341805","-0.008305978","-0.08745668","-0.14245826","0.12015328","0.05231731","-0.19446449","0.110425375","-0.1473206","0.10620985","0.014613928","-0.18906702","-0.065815076","-0.22035225","0.023772651","0.5387368","-0.108986706","0.10445624","-0.7156486","0.1780941","-0.011542641","0.18506183","-0.3608159","-0.09531122","-0.13930473","-0.23851408","-0.14523652","-0.2806084","-0.1575631","-0.20298854","-0.47826922","0.042728733","0.051862996","-0.60987484","0.36127713","0.1439264","0.052898757","-0.5267677","-0.7116114","-0.6559446","-1.3725784","-2.5193276","6.3090887","-5.2024517","-0.6047195","5.341142","6.2749667","-3.7224782","1.6580366","-1.7102276","4.453541","-1.5871977","-2.1962879","-0.27733812","0.5029367","0.39273772","0.50812805","-0.30774662","1.5927125"
"Actinobaculum schaalii","0.71866596","-0.009039767","-0.044875227","-0.05211912","-0.123609304","-0.0392111","-0.0007759355","-0.092257164","-0.044314265","-0.010002799","0.022490878","-0.14967768","0.083380274","-0.07243434","-0.10176821","-0.00972666","-0.14695504","-0.10484913","-0.14482722","-0.091261685","-0.04016514","0.021764966","-0.051826254","-0.022356642","0.036910437","-0.067873776","0.06718514","-0.2129633","0.051384263","-0.12936078","-0.17346737","-0.11547064","-0.087853946","-0.056046363","0.034957808","-0.102516696","0.19801804","-0.13744292","-0.19051592","0.22252509","-0.04676122","-0.09086734","-0.15316258","-0.09721074","-0.04345157","0.048224065","-0.12389745","-0.16150524","-0.06164724","0.13404886","-0.50186014","-0.5512986","-0.6220865","-0.17918347","0.11143633","0.13492712","0.29658625","-0.4727415","0.08810302","0.42061517","-0.7484764","-0.29326642","0.46001673","0.5964158"
"Actinomyces","-2.3246462","0.0066006756","0.0013083533","0.02153886","-0.012941549","-0.0024378535","-0.010506292","0.001741102","-0.009048525","0.012189136","-0.0031161564","-0.01784849","-0.004822725","-0.014198237","-0.011739048","-0.0204155","0.0036710673","-0.005276834","-0.01670134","0.00203086","-0.0069304123","-0.0037306054","0.0035145862","-0.00645703","0.0038778589","-0.009876811","-0.0043409956","0.021242993","0.007461524","0.013200215","0.008325466","0.017264403","0.0015035496","0.013949176","-0.01938163","0.02283807","0.0256594","-0.007726981","0.0014700398","0.02082902","0.0021678563","0.0050409995","-0.01854011","-0.0066101076","-0.010790799","-0.006697251","-0.03411713","0.018230535","0.0023749378","0.010458234","-0.025041183","-0.03467119","0.004296381","-0.023100965","0.014469949","0.008729197","0.009213619","-0.026052712","0.012594311","0.004893539","0.0015103391","-0.01222641","-0.006707553","0.023189208"
"Actinomyces dentalis","0.7127249","-0.002755111","-0.03264763","-0.028707476","-0.07954018","-0.27915615","-0.32045946","-0.26590765","0.13015684","-0.13673028","-0.23150882","0.1559834","-0.030458858","-0.1406929","-0.20691726","0.18666431","-0.11995238","-0.040351268","-0.021447109","0.010820287","-0.05694847","-0.10239189","0.19091792","-0.101360574","1.1399674","-6.0817103","-3.408836","-3.4362442","-3.2562492","-0.20457508","3.060011","0.06860563","0.31489414","-4.1613827","-1.0043955","-0.095138595","-0.1732923","-0.43018833","-0.101317145","0.69116724","2.0263214","-0.22704412","0.39111838","1.2460343","-0.6281653","1.0043962","0.4542616","0.19159599","-0.1875062","-0.70039463","-0.74968773","0.55096936","0.44003913","0.17977917","0.052415684","-0.30269077","-0.14976086","-0.111592084","0.06555694","0.018583411","0.11389808","-0.40547538","0.13551436","0.32317582"
"Actinomyces europaeus","0.71744096","-0.008362966","-0.12571695","-0.06614167","-0.15031098","-0.045341805","-0.008305978","-0.08745668","-0.14245826","0.12015328","0.05231731","-0.19446449","0.110425375","-0.1473206","0.10620985","0.014613928","-0.18906702","-0.065815076","-0.22035225","0.023772651","0.5387368","-0.108986706","0.10445624","-0.7156486","0.1780941","-0.011542641","0.18506183","-0.3608159","-0.09531122","-0.13930473","-0.23851408","-0.14523652","-0.2806084","-0.1575631","-0.20298854","-0.47826922","0.042728733","0.051862996","-0.60987484","0.36127713","0.1439264","0.052898757","-0.5267677","-0.7116114","-0.6559446","-1.3725784","-2.5193276","6.3090887","-5.2024517","-0.6047195","5.341142","6.2749667","-3.7224782","1.6580366","-1.7102276","4.453541","-1.5871977","-2.1962879","-0.27733812","0.5029367","0.39273772","0.50812805","-0.30774662","1.5927125"
"Actinomyces georgiae","0.7181386","0.015871556","0.17186123","-0.2389066","-0.20174597","0.37107465","-0.32668334","-0.86512744","6.574949","-2.2080631","0.4569549","0.47406662","-0.33237302","0.21288303","-0.8487908","-0.46319503","-0.34459466","-0.3570677","0.07895855","-1.5651654","0.00782252","0.5262585","0.07027945","-0.43438914","0.1875934","0.14598297","-0.31359014","-0.18360503","0.0063189142","0.086845465","-0.39094377","-0.22965103","0.09083493","-0.07417028","0.35569608","-0.38517103","0.29942012","-0.34726575","-0.057851717","0.09091276","-0.049165927","0.04573294","0.25172868","-0.07831105","-0.009446367","-0.03966047","-0.24375528","-0.08929055","-0.8166839","0.31254467","-0.0567354","0.17365949","0.3577791","-0.28397226","-0.31402233","0.6282359","-0.40496394","0.32173654","-0.43351105","-0.22680722","-0.12910727","-0.1221163","-0.3296353","-0.2066021"
"Actinomyces gerencseriae","0.18306722","-0.03897665","-0.06549707","-0.009809097","-0.3561113","-4.8758397","-0.6575248","-0.7083904","0.30468768","-0.18890154","-0.14531855","-0.06672394","0.07138017","0.016101561","-0.24515663","0.13752842","-0.06523144","-0.075996965","0.0502077","-0.079272375","-0.08006998","-0.002336745","0.13399327","0.08095228","0.9853907","-5.4119816","-2.7715018","-3.1231737","-2.760237","-0.4984318","2.7949333","-0.064401396","0.25963405","-4.3486247","-0.57066983","-0.4087217","-0.8874511","-0.15523069","0.24587205","0.35462096","1.1249622","0.35173416","1.6179307","0.049822815","-0.65581244","-0.37366742","0.19169813","-3.1166148","-2.0360677","-2.0548398","-1.144615","3.172677","1.7521627","0.9193861","0.23801063","-0.8089946","0.34670067","-0.10600053","0.42694825","0.19701049","-0.19014703","0.67028433","-0.23548868","-0.43732524"
"Actinomyces graevenitzii","0.19824608","-0.020182403","-0.011150683","0.0026114709","-0.7610498","-0.70875645","5.0423136","2.2869964","0.6872323","0.7872814","-0.17103896","0.5284924","0.15517515","-0.38399217","-0.21408875","-0.15953766","-0.2202142","0.0268164","-0.1170628","0.03034022","0.18642914","0.030924752","-0.1688632","0.031953063","0.16630937","-0.11751531","0.116097875","-0.53732175","0.13272068","-0.25559348","-0.098757505","-0.14998598","-0.11204119","-0.5912396","-0.23615809","-0.43117708","-0.45502648","0.14447477","-0.14509684","-0.26086736","0.72319233","-1.0661539","2.1806886","1.9497176","0.44806385","2.4304376","-0.75411665","-4.17173","-1.590993","5.6638975","4.4801164","1.1577992","1.0646855","-3.3767476","-0.1287799","0.14984597","-1.5450242","0.88038296","-0.056355245","-0.4609593","2.4458122","-5.0618243","0.7370468","1.72608"
"Actinomyces israelii","0.19042754","0.018323746","0.14818615","-0.18318394","-0.14732876","0.10341737","-0.53741866","-0.87910277","5.6228333","-1.9637864","0.18007828","0.61793953","-0.3551958","0.107158035","-0.8189595","-0.21881336","-0.30979297","-0.27259386","0.1425813","-1.2504079","0.00085509056","0.33694246","0.24576402","-0.4402908","1.1011097","-4.9680634","-3.1727302","-2.9750884","-2.7821572","-0.049291123","2.3342423","-0.10128237","0.39386693","-3.5707774","-0.52148503","-0.36599362","0.031747248","-0.6119629","-0.058909096","0.5853376","1.6981298","-0.12691404","0.60284835","1.0267241","-0.50738114","0.82932425","0.22202782","0.12765223","-0.8586799","-0.37783718","-0.53725123","0.72574323","0.7465657","-0.03910016","-0.18850105","0.21231528","-0.5312733","0.3164978","-0.2728572","-0.21684542","0.04141931","-0.39164346","-0.14364532","-0.028061688"
"Actinomyces lingnae","0.18872356","-0.0024124396","-0.025101641","-0.057184294","-0.11985756","-0.10975178","0.11836903","-0.029151572","0.099406965","0.124608845","-0.20109864","0.05900299","0.07670267","-0.36097494","-0.05554402","0.12687026","-0.11767904","-0.0906828","-0.108757995","-0.14526772","-0.028127095","0.059429184","-0.13935299","-0.2007256","0.0822167","0.061631545","-0.07451122","-0.29387432","-0.08231756","-0.056143593","-0.10369699","-0.1084139","-0.098320484","-0.42678517","-0.11857157","0.066066444","0.14726551","0.14029925","-0.098225966","0.38309848","-0.15854058","-2.0383863","0.33716315","4.2739625","-0.3682759","1.8486524","-1.1209217","-0.7741222","-0.11769199","3.9794838","3.9589903","-1.401521","-0.68059474","0.28162703","2.805808","0.47345328","7.8714175","0.13683118","-0.41991994","0.34266126","-1.8109043","8.538812","0.6446328","-1.075605"
"Actinomyces massiliensis","-0.24775809","-0.00074643345","-0.03849116","-0.013542158","-0.060360428","-0.4296523","-0.42193764","-0.30137396","0.07894338","-0.15558319","-0.20322868","0.17534624","0.007634916","-0.23026901","-0.12125985","0.11536551","-0.12855548","-0.050672505","-0.035445","0.0029753102","-0.042338412","-0.04869696","0.1476772","-0.10022106","0.88805056","-4.8882084","-3.0277028","-2.4632866","-1.906996","-0.688973","2.5257041","0.16112812","0.47651002","-2.783531","-1.2477119","0.4778475","2.2428174","-1.3035085","-1.306468","2.2409194","3.8795495","-0.42619455","2.2121208","-4.8220663","2.6188874","4.5705967","-1.8263749","1.0466894","1.1921324","0.69649357","-0.2072316","1.5278624","1.556302","0.090657815","0.8408476","0.5123917","-0.14648272","0.3113994","0.37117925","2.840905","-0.373527","0.37599966","0.084684186","-0.029587746"
