"microbe","microbe_full_gip_once_000","microbe_full_gip_once_001","microbe_full_gip_once_002","microbe_full_gip_once_003","microbe_full_gip_once_004","microbe_full_gip_once_005","microbe_full_gip_once_006","microbe_full_gip_once_007","microbe_full_gip_once_008","microbe_full_gip_once_009","microbe_full_gip_once_010","microbe_full_gip_once_011","microbe_full_gip_once_012","microbe_full_gip_once_013","microbe_full_gip_once_014","microbe_full_gip_once_015","microbe_full_gip_once_016","microbe_full_gip_once_017","microbe_full_gip_once_018","microbe_full_gip_once_019","microbe_full_gip_once_020","microbe_full_gip_once_021","microbe_full_gip_once_022","microbe_full_gip_once_023","microbe_full_gip_once_024","microbe_full_gip_once_025","microbe_full_gip_once_026","microbe_full_gip_once_027","microbe_full_gip_once_028","microbe_full_gip_once_029","microbe_full_gip_once_030","microbe_full_gip_once_031","microbe_full_gip_once_032","microbe_full_gip_once_033","microbe_full_gip_once_034","microbe_full_gip_once_035","microbe_full_gip_once_036","microbe_full_gip_once_037","microbe_full_gip_once_038","microbe_full_gip_once_039","microbe_full_gip_once_040","microbe_full_gip_once_041","microbe_full_gip_once_042","microbe_full_gip_once_043","microbe_full_gip_once_044","microbe_full_gip_once_045","microbe_full_gip_once_046","microbe_full_gip_once_047","microbe_full_gip_once_048","microbe_full_gip_once_049","microbe_full_gip_once_050","microbe_full_gip_once_051","microbe_full_gip_once_052","microbe_full_gip_once_053","microbe_full_gip_once_054","microbe_full_gip_once_055","microbe_full_gip_once_056","microbe_full_gip_once_057","microbe_full_gip_once_058","microbe_full_gip_once_059","microbe_full_gip_once_060","microbe_full_gip_once_061","microbe_full_gip_once_062","microbe_full_gip_once_063"
"Bulleida","0.7402086","-0.025436562","-0.29749504","5.9457793","2.0689342","-0.17246947","-0.05899418","0.16735634","0.3551666","0.29691434","-0.18087566","0.40876016","-0.20224433","0.008807535","0.018212255","-0.073632486","-0.058754005","0.20665826","-0.034502167","-0.17548874","0.15969104","0.09421142","-0.029687569","0.004110625","-0.015205576","-0.15023428","0.029127171","-0.056601185","0.075620145","-0.0041966303","-0.21709287","-0.09082203","-0.055114303","0.004608566","-0.033201218","-0.12728919","0.01916762","-0.028768519","-0.1891574","-0.041692514","-0.064005174","-0.12227902","-0.010796246","0.09998812","0.1236039","0.09836341","0.3023524","-0.21606681","-0.018514078","0.34901965","0.06642747","-0.36941573","-0.48387218","0.284428","-0.61564285","0.17009203","-0.8856441","-0.07642896","-0.52488947","-0.14841901","-0.018726863","0.16082302","-0.9436284","-0.9135887"
"Bulleidia","-2.1094806","0.0071281833","-0.020679725","0.41962138","0.13919675","0.44451082","-0.051061824","-0.002734747","0.14548074","0.61492693","-0.29046398","0.51883245","-0.17837639","-0.25694144","-0.19590105","0.41595235","-0.10827703","-0.46736732","-0.05333132","0.10040306","0.9228842","0.34068605","-0.0056149866","0.9202828","-0.282505","-0.088234425","0.3898295","-0.14425495","-0.5655821","0.38026127","-0.10403838","-0.08933179","-0.10779743","0.32127014","0.08097121","-0.14126551","-0.17910554","0.20943607","-0.16735087","-0.12912872","0.1783099","-0.35793215","-0.15531442","-0.102468506","0.24873082","0.27853927","-0.017995877","0.19350456","0.27683067","-0.13023484","-0.16128215","0.13790359","0.08469099","-0.1904754","0.10673178","0.07630259","-0.13328955","0.04196245","-0.019831467","-0.2726536","-0.045114864","0.030615337","-0.009642932","-0.050292615"
"Bulleidia moorei","-1.7672528","0.0078714","-0.028591162","1.1994247","0.4220577","1.2842786","0.17428993","0.19863088","0.06627346","0.18449736","0.7760927","-0.87290174","0.07623415","0.6693277","0.22978273","-0.16459018","0.042078707","-0.069762304","-0.13431881","-0.09353067","-0.09997787","0.1110499","-0.11214155","0.0795601","-0.01670508","0.1877469","-0.083064556","-0.31043765","0.080479436","-0.009214261","-0.17533584","-0.11675968","-0.031369306","-0.71795535","-0.065324605","-0.48526198","-0.9960321","0.22124724","0.20789327","-0.7418296","0.64402807","-0.4730523","0.49973068","0.81528074","0.33264607","1.6106026","-0.019128073","-1.1258999","-0.36921433","2.5630615","2.2277951","0.6002269","0.5558882","-1.206857","0.19384435","0.040786162","-0.4303468","0.40538186","-0.077602156","-0.0853776","0.8223097","-1.0588341","-0.016653284","0.17956962"
"Burkholderia","-2.2865148","0.0074476693","0.010852258","0.12843308","-0.062026747","0.017357217","-0.10644178","-0.05646064","0.07364993","-0.011867205","-0.0065924935","-0.036601096","0.018459395","-0.09825176","0.029717872","-0.059778217","-0.10395975","-0.108671494","-0.14347938","-0.0071041263","0.011340438","0.031256683","0.018475953","-0.17881626","0.03541742","-0.010291476","0.09350891","-0.03560237","-0.10919666","0.07839778","-0.049287252","-0.026784826","-0.020914676","0.039217103","0.0534532","-0.010840407","0.009902917","0.00048726614","-0.020141928","0.023403771","0.0074610156","0.02559575","0.009389751","-0.06418455","0.04309826","-0.06974662","0.055976268","0.13100603","-0.06036763","-0.06420551","0.09250368","0.102483585","-0.09288028","-0.03085645","-0.08531838","0.07460307","-0.08061326","0.03195052","-0.017526712","-0.065581694","0.048875313","-0.04573034","0.09791575","0.03517403"
"Burkholderia cepacia","0.7089056","-0.053002913","-0.07468879","-0.020180643","-0.44850788","-5.5770917","-0.44248977","-0.6438724","0.20615923","-0.0725428","0.10951595","-0.38696915","0.1804229","0.15773635","-0.16149762","-0.043619715","-0.04848636","-0.12024342","-0.032984152","-0.1709128","-0.101421766","0.11978318","-0.06615741","0.17741242","0.019231005","-0.16962716","0.20857331","-0.2752875","0.11425548","-0.40454805","0.033810493","-0.17552802","-0.058443442","-0.91923136","0.31757504","-0.4495771","-0.8592545","0.21313816","0.3414015","-0.28232598","-0.79690266","0.62951887","1.112642","-1.1125792","-0.22326331","-1.3209105","-0.14738649","-3.5633023","-2.0408525","-1.4628178","-0.63889974","2.745546","1.4050198","0.79946756","0.19635756","-0.55667615","0.5580432","-0.1854117","0.32747465","0.20902246","-0.3709889","1.0452216","-0.44329813","-0.6413302"
"Burkholderia cepacia complex","0.7151849","-0.008212972","-0.027370172","-0.046017457","-0.113815784","-0.021345437","0.018863976","-0.076899916","-0.038788784","0.007013009","0.021157557","-0.11514789","0.070275985","-0.064425595","-0.10839994","-0.010151014","-0.117197245","-0.07948657","-0.13402802","-0.0670001","-0.066096984","0.020790698","-0.0429352","-0.032471444","0.041535843","-0.10131378","-0.060926497","-0.2194523","-0.029452214","-0.058009002","-0.10878903","0.0073776697","-0.08851139","-0.0698619","-0.086385794","-0.086582534","0.14424968","-0.096382305","-0.17265244","0.1719711","-0.074714825","-0.03823213","-0.21740745","0.16072917","-0.113830715","0.368993","-0.05196998","0.10465996","-0.03370649","-0.0800175","-0.28442785","0.0033322354","0.15200016","0.21739818","-0.07246403","0.21574737","0.0029306072","-0.47947526","-0.19078326","0.5530217","-0.04919068","-0.18687673","-0.58372444","0.06540012"
"Burkholderia fungorum","0.71298265","-0.007796729","-0.039518837","-0.043371417","-0.108533934","-0.033353407","-0.0040341704","-0.07769553","-0.0356782","0.0063801184","0.011882819","-0.118316986","0.063864775","-0.060161054","-0.085527845","-0.019860102","-0.099291444","-0.076717384","-0.119655795","-0.06285807","-0.054142393","0.022184994","-0.032238726","-0.015951032","0.020584267","-0.048314814","0.036568213","-0.10345483","0.040377267","-0.06424752","-0.088807106","-0.040498912","-0.06561364","-0.021281818","-0.037075274","-0.048914153","0.10010756","-0.06188296","-0.09516221","0.1117472","-0.021455087","-0.034633193","-0.069578566","-0.037878394","-0.050712828","-0.00453612","-0.05323398","-0.044014923","0.0011958408","0.047066133","-0.19368804","-0.15276651","-0.0863506","-0.06460328","-0.035770446","0.091852985","0.095524676","-0.1826647","-0.058677614","0.04892581","-0.07282811","-0.060310397","-0.031440534","0.16891749"
"Burkholderiaceae","-0.24076976","-0.028369099","0.0037722643","0.040492594","-0.66568476","-0.59641814","4.4310803","1.983499","0.92320657","0.52978235","0.31072766","0.32223412","0.17613195","-1.1691911","2.9919968","4.0982866","1.2032225","0.45838147","-1.0720977","-1.8034816","-1.3195783","1.1008914","-0.071664244","0.018240748","0.11425542","-0.21219747","0.039122947","-0.6019666","0.4288916","0.34702015","0.1416408","-0.02921825","-0.06478091","-0.27048185","-0.1477075","0.4829312","0.058470074","0.06417172","-0.02367517","0.06094387","0.034760542","0.25605184","0.72155476","-0.08670637","0.12746763","0.20795897","0.13522322","-0.11739629","0.017993454","-0.6403693","-0.6221046","0.3269171","0.030604426","-0.0025611138","-0.12977503","0.112286784","-0.09839701","-0.27623543","-0.25058687","0.013405725","0.25866818","-0.70301604","0.527789","1.7152015"
"Burkholderiales bacterium","0.7145105","-0.0074360953","-0.031242348","-0.043311197","-0.13453442","-0.025913147","-0.00027838306","-0.082303785","-0.04356548","0.003398979","-0.112806395","0.037066985","0.029612167","-0.17989366","-0.10140681","0.036012128","-0.15071024","-0.04897478","-0.12448035","-0.14374316","0.08135209","0.0051982542","-0.18855561","-0.009394448","0.076816045","-0.1224343","0.014189816","-0.13977985","0.08679793","-0.04717344","-0.22857718","-0.102849714","-0.016858537","-0.08919411","-0.055374965","-0.14577499","-0.0027666907","0.04495355","-0.043404758","0.062303476","-0.42462158","0.010050174","-0.028691513","-0.17995049","0.089563146","-0.031577796","-0.2441896","0.18407696","0.23361133","-0.11327083","-0.404664","-0.31642982","-0.286626","-0.055657428","0.14904764","0.09511243","0.24942216","-0.3295284","-0.043604005","0.1274068","-0.19356954","0.17401937","-0.040424522","0.22795069"
"Burkholderiales bacterium Smarlab 3302047","0.7295926","4.849507","-0.0841031","-0.07778449","-0.06959968","-0.13277616","0.036960445","-0.1074586","-0.096997336","-0.0033503077","0.03799991","-0.24714933","0.038265564","-0.1981027","-0.2120075","0.05766672","-0.09572685","-0.13534947","-0.27726454","-0.1798653","-0.13485631","0.039908953","-0.3894165","-0.041585088","0.08416104","-0.8086086","-0.6666454","3.7200801","-0.71816766","0.93877226","1.1083348","0.507461","0.39506733","0.2152299","0.16187958","0.41707134","-0.3320044","0.30843914","0.20234163","-0.19306533","0.060385566","0.09572377","-0.015071361","0.18439534","0.25975668","-0.050984513","-0.16234528","0.1933196","0.04177875","-0.045181487","0.1298803","0.18098159","0.14592493","-0.0822166","0.0906643","-0.12647091","-0.07649748","0.119663395","0.104528606","-0.04546293","0.12471898","-0.014543257","-0.01577252","-0.05641713"
"Butiricimonas","0.7141521","-0.008182461","-0.0480991","-0.09060898","-0.050452378","-0.03612095","0.027382895","-0.11482259","-0.013250077","-0.003884861","-0.019664211","-0.15594384","0.12673952","-0.04895478","-0.099047415","-0.016815789","-0.091178805","-0.07906656","-0.10451479","-0.07622567","-0.019420046","0.028073316","-0.0353233","0.038421575","-0.054494817","-0.086025454","0.047143165","-0.16002525","0.053440697","-0.054130513","-0.21414816","-0.08961349","-0.08927475","0.03880854","-0.10809068","-0.106902614","0.13750039","-0.09788569","-0.15729763","0.32906204","0.1366134","0.88076067","-0.10465376","0.27736527","0.27836522","-0.33033705","0.07586451","0.011165074","0.18067914","0.41751638","-0.35537583","0.13102071","-0.41976115","0.003385365","0.57358867","0.07765422","-0.13167953","0.03547492","0.03595397","0.09323825","0.16122386","0.09349517","0.023468822","-0.061703898"
"Buttiauxella","0.7009531","0.0029110184","0.15660758","-5.0549383","-1.8756275","0.08309378","0.052682962","-0.31738123","-0.27893955","-0.12167806","0.20571886","-0.40881345","0.2538483","-0.06347622","-0.13289043","-0.04922125","-0.19457483","-0.21142307","-0.28455544","-0.10802783","-0.13665898","0.034635928","0.0071602906","0.0008087034","0.036328666","-0.21066444","0.012297741","-0.44881725","0.0032424878","-0.25762206","-0.18686266","-0.2038742","-0.3250844","-0.17468148","-0.031746764","-0.3502192","0.12646344","-0.13094218","-0.5676568","0.055841334","-0.06649017","-0.22318007","-0.23629154","0.20731206","0.42588395","0.22882386","0.68421465","-0.53073514","0.09761072","0.618505","-0.061833434","-0.9609815","-1.1141518","0.3939081","-1.5026548","0.5245145","-1.9132152","-0.5189947","-1.5205129","-0.22535934","0.9643807","0.7495478","-2.084276","-2.2299674"
"Butyrate-producing bacterium ART55/1","0.7295926","4.849507","-0.0841031","-0.07778449","-0.06959968","-0.13277616","0.036960445","-0.1074586","-0.096997336","-0.0033503077","0.03799991","-0.24714933","0.038265564","-0.1981027","-0.2120075","0.05766672","-0.09572685","-0.13534947","-0.27726454","-0.1798653","-0.13485631","0.039908953","-0.3894165","-0.041585088","0.08416104","-0.8086086","-0.6666454","3.7200801","-0.71816766","0.93877226","1.1083348","0.507461","0.39506733","0.2152299","0.16187958","0.41707134","-0.3320044","0.30843914","0.20234163","-0.19306533","0.060385566","0.09572377","-0.015071361","0.18439534","0.25975668","-0.050984513","-0.16234528","0.1933196","0.04177875","-0.045181487","0.1298803","0.18098159","0.14592493","-0.0822166","0.0906643","-0.12647091","-0.07649748","0.119663395","0.104528606","-0.04546293","0.12471898","-0.014543257","-0.01577252","-0.05641713"
"Butyrate-producing bacterium L1-810","0.7295926","4.849507","-0.0841031","-0.07778449","-0.06959968","-0.13277616","0.036960445","-0.1074586","-0.096997336","-0.0033503077","0.03799991","-0.24714933","0.038265564","-0.1981027","-0.2120075","0.05766672","-0.09572685","-0.13534947","-0.27726454","-0.1798653","-0.13485631","0.039908953","-0.3894165","-0.041585088","0.08416104","-0.8086086","-0.6666454","3.7200801","-0.71816766","0.93877226","1.1083348","0.507461","0.39506733","0.2152299","0.16187958","0.41707134","-0.3320044","0.30843914","0.20234163","-0.19306533","0.060385566","0.09572377","-0.015071361","0.18439534","0.25975668","-0.050984513","-0.16234528","0.1933196","0.04177875","-0.045181487","0.1298803","0.18098159","0.14592493","-0.0822166","0.0906643","-0.12647091","-0.07649748","0.119663395","0.104528606","-0.04546293","0.12471898","-0.014543257","-0.01577252","-0.05641713"
"Butyrate-producing bacterium L1-952","0.7295926","4.849507","-0.0841031","-0.07778449","-0.06959968","-0.13277616","0.036960445","-0.1074586","-0.096997336","-0.0033503077","0.03799991","-0.24714933","0.038265564","-0.1981027","-0.2120075","0.05766672","-0.09572685","-0.13534947","-0.27726454","-0.1798653","-0.13485631","0.039908953","-0.3894165","-0.041585088","0.08416104","-0.8086086","-0.6666454","3.7200801","-0.71816766","0.93877226","1.1083348","0.507461","0.39506733","0.2152299","0.16187958","0.41707134","-0.3320044","0.30843914","0.20234163","-0.19306533","0.060385566","0.09572377","-0.015071361","0.18439534","0.25975668","-0.050984513","-0.16234528","0.1933196","0.04177875","-0.045181487","0.1298803","0.18098159","0.14592493","-0.0822166","0.0906643","-0.12647091","-0.07649748","0.119663395","0.104528606","-0.04546293","0.12471898","-0.014543257","-0.01577252","-0.05641713"
"Butyrate-producing bacterium L2-50","0.7295926","4.849507","-0.0841031","-0.07778449","-0.06959968","-0.13277616","0.036960445","-0.1074586","-0.096997336","-0.0033503077","0.03799991","-0.24714933","0.038265564","-0.1981027","-0.2120075","0.05766672","-0.09572685","-0.13534947","-0.27726454","-0.1798653","-0.13485631","0.039908953","-0.3894165","-0.041585088","0.08416104","-0.8086086","-0.6666454","3.7200801","-0.71816766","0.93877226","1.1083348","0.507461","0.39506733","0.2152299","0.16187958","0.41707134","-0.3320044","0.30843914","0.20234163","-0.19306533","0.060385566","0.09572377","-0.015071361","0.18439534","0.25975668","-0.050984513","-0.16234528","0.1933196","0.04177875","-0.045181487","0.1298803","0.18098159","0.14592493","-0.0822166","0.0906643","-0.12647091","-0.07649748","0.119663395","0.104528606","-0.04546293","0.12471898","-0.014543257","-0.01577252","-0.05641713"
"Butyrate-producing bacterium M104/1","0.7295926","4.849507","-0.0841031","-0.07778449","-0.06959968","-0.13277616","0.036960445","-0.1074586","-0.096997336","-0.0033503077","0.03799991","-0.24714933","0.038265564","-0.1981027","-0.2120075","0.05766672","-0.09572685","-0.13534947","-0.27726454","-0.1798653","-0.13485631","0.039908953","-0.3894165","-0.041585088","0.08416104","-0.8086086","-0.6666454","3.7200801","-0.71816766","0.93877226","1.1083348","0.507461","0.39506733","0.2152299","0.16187958","0.41707134","-0.3320044","0.30843914","0.20234163","-0.19306533","0.060385566","0.09572377","-0.015071361","0.18439534","0.25975668","-0.050984513","-0.16234528","0.1933196","0.04177875","-0.045181487","0.1298803","0.18098159","0.14592493","-0.0822166","0.0906643","-0.12647091","-0.07649748","0.119663395","0.104528606","-0.04546293","0.12471898","-0.014543257","-0.01577252","-0.05641713"
"Butyrate-producing bacterium M21/2","0.7295926","4.849507","-0.0841031","-0.07778449","-0.06959968","-0.13277616","0.036960445","-0.1074586","-0.096997336","-0.0033503077","0.03799991","-0.24714933","0.038265564","-0.1981027","-0.2120075","0.05766672","-0.09572685","-0.13534947","-0.27726454","-0.1798653","-0.13485631","0.039908953","-0.3894165","-0.041585088","0.08416104","-0.8086086","-0.6666454","3.7200801","-0.71816766","0.93877226","1.1083348","0.507461","0.39506733","0.2152299","0.16187958","0.41707134","-0.3320044","0.30843914","0.20234163","-0.19306533","0.060385566","0.09572377","-0.015071361","0.18439534","0.25975668","-0.050984513","-0.16234528","0.1933196","0.04177875","-0.045181487","0.1298803","0.18098159","0.14592493","-0.0822166","0.0906643","-0.12647091","-0.07649748","0.119663395","0.104528606","-0.04546293","0.12471898","-0.014543257","-0.01577252","-0.05641713"
"Butyrate-producing bacterium M50/1","0.7295926","4.849507","-0.0841031","-0.07778449","-0.06959968","-0.13277616","0.036960445","-0.1074586","-0.096997336","-0.0033503077","0.03799991","-0.24714933","0.038265564","-0.1981027","-0.2120075","0.05766672","-0.09572685","-0.13534947","-0.27726454","-0.1798653","-0.13485631","0.039908953","-0.3894165","-0.041585088","0.08416104","-0.8086086","-0.6666454","3.7200801","-0.71816766","0.93877226","1.1083348","0.507461","0.39506733","0.2152299","0.16187958","0.41707134","-0.3320044","0.30843914","0.20234163","-0.19306533","0.060385566","0.09572377","-0.015071361","0.18439534","0.25975668","-0.050984513","-0.16234528","0.1933196","0.04177875","-0.045181487","0.1298803","0.18098159","0.14592493","-0.0822166","0.0906643","-0.12647091","-0.07649748","0.119663395","0.104528606","-0.04546293","0.12471898","-0.014543257","-0.01577252","-0.05641713"
"Butyrate-producing bacterium P607","0.7295926","4.849507","-0.0841031","-0.07778449","-0.06959968","-0.13277616","0.036960445","-0.1074586","-0.096997336","-0.0033503077","0.03799991","-0.24714933","0.038265564","-0.1981027","-0.2120075","0.05766672","-0.09572685","-0.13534947","-0.27726454","-0.1798653","-0.13485631","0.039908953","-0.3894165","-0.041585088","0.08416104","-0.8086086","-0.6666454","3.7200801","-0.71816766","0.93877226","1.1083348","0.507461","0.39506733","0.2152299","0.16187958","0.41707134","-0.3320044","0.30843914","0.20234163","-0.19306533","0.060385566","0.09572377","-0.015071361","0.18439534","0.25975668","-0.050984513","-0.16234528","0.1933196","0.04177875","-0.045181487","0.1298803","0.18098159","0.14592493","-0.0822166","0.0906643","-0.12647091","-0.07649748","0.119663395","0.104528606","-0.04546293","0.12471898","-0.014543257","-0.01577252","-0.05641713"
"Butyrate-producing bacterium PH05YB02","0.7295926","4.849507","-0.0841031","-0.07778449","-0.06959968","-0.13277616","0.036960445","-0.1074586","-0.096997336","-0.0033503077","0.03799991","-0.24714933","0.038265564","-0.1981027","-0.2120075","0.05766672","-0.09572685","-0.13534947","-0.27726454","-0.1798653","-0.13485631","0.039908953","-0.3894165","-0.041585088","0.08416104","-0.8086086","-0.6666454","3.7200801","-0.71816766","0.93877226","1.1083348","0.507461","0.39506733","0.2152299","0.16187958","0.41707134","-0.3320044","0.30843914","0.20234163","-0.19306533","0.060385566","0.09572377","-0.015071361","0.18439534","0.25975668","-0.050984513","-0.16234528","0.1933196","0.04177875","-0.045181487","0.1298803","0.18098159","0.14592493","-0.0822166","0.0906643","-0.12647091","-0.07649748","0.119663395","0.104528606","-0.04546293","0.12471898","-0.014543257","-0.01577252","-0.05641713"
"Butyrate-producing bacterium PH07AY3","0.7295926","4.849507","-0.0841031","-0.07778449","-0.06959968","-0.13277616","0.036960445","-0.1074586","-0.096997336","-0.0033503077","0.03799991","-0.24714933","0.038265564","-0.1981027","-0.2120075","0.05766672","-0.09572685","-0.13534947","-0.27726454","-0.1798653","-0.13485631","0.039908953","-0.3894165","-0.041585088","0.08416104","-0.8086086","-0.6666454","3.7200801","-0.71816766","0.93877226","1.1083348","0.507461","0.39506733","0.2152299","0.16187958","0.41707134","-0.3320044","0.30843914","0.20234163","-0.19306533","0.060385566","0.09572377","-0.015071361","0.18439534","0.25975668","-0.050984513","-0.16234528","0.1933196","0.04177875","-0.045181487","0.1298803","0.18098159","0.14592493","-0.0822166","0.0906643","-0.12647091","-0.07649748","0.119663395","0.104528606","-0.04546293","0.12471898","-0.014543257","-0.01577252","-0.05641713"
"Butyrate-producing bacterium PH07AY5","0.7295926","4.849507","-0.0841031","-0.07778449","-0.06959968","-0.13277616","0.036960445","-0.1074586","-0.096997336","-0.0033503077","0.03799991","-0.24714933","0.038265564","-0.1981027","-0.2120075","0.05766672","-0.09572685","-0.13534947","-0.27726454","-0.1798653","-0.13485631","0.039908953","-0.3894165","-0.041585088","0.08416104","-0.8086086","-0.6666454","3.7200801","-0.71816766","0.93877226","1.1083348","0.507461","0.39506733","0.2152299","0.16187958","0.41707134","-0.3320044","0.30843914","0.20234163","-0.19306533","0.060385566","0.09572377","-0.015071361","0.18439534","0.25975668","-0.050984513","-0.16234528","0.1933196","0.04177875","-0.045181487","0.1298803","0.18098159","0.14592493","-0.0822166","0.0906643","-0.12647091","-0.07649748","0.119663395","0.104528606","-0.04546293","0.12471898","-0.014543257","-0.01577252","-0.05641713"
"Butyrate-producing bacterium PH07BY04","0.7295926","4.849507","-0.0841031","-0.07778449","-0.06959968","-0.13277616","0.036960445","-0.1074586","-0.096997336","-0.0033503077","0.03799991","-0.24714933","0.038265564","-0.1981027","-0.2120075","0.05766672","-0.09572685","-0.13534947","-0.27726454","-0.1798653","-0.13485631","0.039908953","-0.3894165","-0.041585088","0.08416104","-0.8086086","-0.6666454","3.7200801","-0.71816766","0.93877226","1.1083348","0.507461","0.39506733","0.2152299","0.16187958","0.41707134","-0.3320044","0.30843914","0.20234163","-0.19306533","0.060385566","0.09572377","-0.015071361","0.18439534","0.25975668","-0.050984513","-0.16234528","0.1933196","0.04177875","-0.045181487","0.1298803","0.18098159","0.14592493","-0.0822166","0.0906643","-0.12647091","-0.07649748","0.119663395","0.104528606","-0.04546293","0.12471898","-0.014543257","-0.01577252","-0.05641713"
"Butyrate-producing bacterium Ph07AY02","0.7295926","4.849507","-0.0841031","-0.07778449","-0.06959968","-0.13277616","0.036960445","-0.1074586","-0.096997336","-0.0033503077","0.03799991","-0.24714933","0.038265564","-0.1981027","-0.2120075","0.05766672","-0.09572685","-0.13534947","-0.27726454","-0.1798653","-0.13485631","0.039908953","-0.3894165","-0.041585088","0.08416104","-0.8086086","-0.6666454","3.7200801","-0.71816766","0.93877226","1.1083348","0.507461","0.39506733","0.2152299","0.16187958","0.41707134","-0.3320044","0.30843914","0.20234163","-0.19306533","0.060385566","0.09572377","-0.015071361","0.18439534","0.25975668","-0.050984513","-0.16234528","0.1933196","0.04177875","-0.045181487","0.1298803","0.18098159","0.14592493","-0.0822166","0.0906643","-0.12647091","-0.07649748","0.119663395","0.104528606","-0.04546293","0.12471898","-0.014543257","-0.01577252","-0.05641713"
"Butyrate-producing bacterium SL6/1/1","0.7224468","-4.768571","-0.035088684","-0.06763211","-0.20337881","-0.009230844","-0.024319611","-0.124490134","-0.02900285","-0.012903997","0.020836031","-0.24358693","0.16018419","-0.13849038","-0.19433546","0.0016293421","-0.2543098","-0.16148719","-0.31454986","-0.12497371","-0.18382962","0.07369895","-0.4468422","-0.07452511","0.110417105","-0.9105419","-0.6975941","4.086508","-0.95037776","1.1578772","1.2050266","0.58622235","0.36641964","0.30095816","0.16125734","0.4524443","-0.32927728","0.3046485","0.24692819","-0.21937136","0.11498442","0.18985532","-0.060176414","0.24855708","0.20302553","-0.037271556","-0.27462128","0.27720737","0.11618403","0.13421677","0.035552494","0.31422424","0.18867198","-0.056131452","-0.0013855299","-0.16525456","0.0038659247","0.055703554","0.111278474","-0.040583324","0.14361574","0.035524372","0.019041559","0.035186175"
"Butyrate-producing bacterium SM4/1","0.7295926","4.849507","-0.0841031","-0.07778449","-0.06959968","-0.13277616","0.036960445","-0.1074586","-0.096997336","-0.0033503077","0.03799991","-0.24714933","0.038265564","-0.1981027","-0.2120075","0.05766672","-0.09572685","-0.13534947","-0.27726454","-0.1798653","-0.13485631","0.039908953","-0.3894165","-0.041585088","0.08416104","-0.8086086","-0.6666454","3.7200801","-0.71816766","0.93877226","1.1083348","0.507461","0.39506733","0.2152299","0.16187958","0.41707134","-0.3320044","0.30843914","0.20234163","-0.19306533","0.060385566","0.09572377","-0.015071361","0.18439534","0.25975668","-0.050984513","-0.16234528","0.1933196","0.04177875","-0.045181487","0.1298803","0.18098159","0.14592493","-0.0822166","0.0906643","-0.12647091","-0.07649748","0.119663395","0.104528606","-0.04546293","0.12471898","-0.014543257","-0.01577252","-0.05641713"
"Butyrate-producing bacterium SR1/1","0.7224468","-4.768571","-0.035088684","-0.06763211","-0.20337881","-0.009230844","-0.024319611","-0.124490134","-0.02900285","-0.012903997","0.020836031","-0.24358693","0.16018419","-0.13849038","-0.19433546","0.0016293421","-0.2543098","-0.16148719","-0.31454986","-0.12497371","-0.18382962","0.07369895","-0.4468422","-0.07452511","0.110417105","-0.9105419","-0.6975941","4.086508","-0.95037776","1.1578772","1.2050266","0.58622235","0.36641964","0.30095816","0.16125734","0.4524443","-0.32927728","0.3046485","0.24692819","-0.21937136","0.11498442","0.18985532","-0.060176414","0.24855708","0.20302553","-0.037271556","-0.27462128","0.27720737","0.11618403","0.13421677","0.035552494","0.31422424","0.18867198","-0.056131452","-0.0013855299","-0.16525456","0.0038659247","0.055703554","0.111278474","-0.040583324","0.14361574","0.035524372","0.019041559","0.035186175"
"Butyrate-producing bacterium SR1/5","0.7295926","4.849507","-0.0841031","-0.07778449","-0.06959968","-0.13277616","0.036960445","-0.1074586","-0.096997336","-0.0033503077","0.03799991","-0.24714933","0.038265564","-0.1981027","-0.2120075","0.05766672","-0.09572685","-0.13534947","-0.27726454","-0.1798653","-0.13485631","0.039908953","-0.3894165","-0.041585088","0.08416104","-0.8086086","-0.6666454","3.7200801","-0.71816766","0.93877226","1.1083348","0.507461","0.39506733","0.2152299","0.16187958","0.41707134","-0.3320044","0.30843914","0.20234163","-0.19306533","0.060385566","0.09572377","-0.015071361","0.18439534","0.25975668","-0.050984513","-0.16234528","0.1933196","0.04177875","-0.045181487","0.1298803","0.18098159","0.14592493","-0.0822166","0.0906643","-0.12647091","-0.07649748","0.119663395","0.104528606","-0.04546293","0.12471898","-0.014543257","-0.01577252","-0.05641713"
"Butyrate-producing bacterium SS2/1","0.7295926","4.849507","-0.0841031","-0.07778449","-0.06959968","-0.13277616","0.036960445","-0.1074586","-0.096997336","-0.0033503077","0.03799991","-0.24714933","0.038265564","-0.1981027","-0.2120075","0.05766672","-0.09572685","-0.13534947","-0.27726454","-0.1798653","-0.13485631","0.039908953","-0.3894165","-0.041585088","0.08416104","-0.8086086","-0.6666454","3.7200801","-0.71816766","0.93877226","1.1083348","0.507461","0.39506733","0.2152299","0.16187958","0.41707134","-0.3320044","0.30843914","0.20234163","-0.19306533","0.060385566","0.09572377","-0.015071361","0.18439534","0.25975668","-0.050984513","-0.16234528","0.1933196","0.04177875","-0.045181487","0.1298803","0.18098159","0.14592493","-0.0822166","0.0906643","-0.12647091","-0.07649748","0.119663395","0.104528606","-0.04546293","0.12471898","-0.014543257","-0.01577252","-0.05641713"
